source_record_id,report_date,country,location,activity,event_type,narrative,top_lsr_1,top_lsr_1_score,top_lsr_2,top_lsr_2_score,top_lsr_3,top_lsr_3_score,lsr_confidence,suggested_labels,lsr_prediction_status,review_reason
2018011005,1/30/2018,USA,"WATFORD CITY, NORTH DAKOTA",nan,Workplace Safety Incident,An employee was using a pipe wrench to loosen a fitting on a hot oil truck when the wrench slipped and amputated his left index finger. nan,Driving,0.673,Energy Isolation,0.0109,Confined Space,0.0016,MEDIUM,Driving,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018021746,2/20/2018,USA,"KERMIT, TEXAS",nan,Workplace Safety Incident,"An employee was getting the loop out of a drilling line at a spool when the driller started the spool, catching the employee's right hand between the line and spool. The employee's right ring and inde",Energy Isolation,0.6498,Line of Fire,0.0285,Safe Mechanical Lifting,0.0169,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018021815,2/22/2018,USA,"CUERO, TEXAS",nan,Workplace Safety Incident,"Three employees nippled up a blowout preventer's operation while standing in ankle-deep water that had cement residue in it. Later, one of the employee's suffered first, second, and third degree burns",Energy Isolation,0.5636,Hot Work,0.0067,Working at Height,0.0048,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018021902,2/24/2018,USA,"JOHNSTOWN, COLORADO",nan,Workplace Safety Incident,"An employee was setting a packer on a flatbed trailer to connect and thread the pipe when the employee's hand slipped and the pipe fell on it, trapping a finger between the pipe and the edge of the tr",Safe Mechanical Lifting,0.6496,Working at Height,0.0077,Energy Isolation,0.005,MEDIUM,Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018032796,3/22/2018,USA,"BELL CITY, LOUISIANA",nan,Workplace Safety Incident,"An employee was setting a pin in a boom to connect two sections. When the employee went to hit the pin with a sledgehammer, his hand slipped and the sledgehammer struck his hand, fracturing his finger",Line of Fire,0.8149,Working at Height,0.6712,Safe Mechanical Lifting,0.5609,MEDIUM,Line of Fire | Working at Height | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018032813,3/22/2018,USA,"CUERO, TEXAS",nan,Workplace Safety Incident,The injured employee was preparing samples for testing and was processing nitric acid and oil and gas samples in a glass container when the glass container exploded resulting in burns and puncture wou,Work Authorization,0.6723,Confined Space,0.6711,Hot Work,0.2858,MEDIUM,Work Authorization | Confined Space,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018033060,3/29/2018,USA,"GEARY, OKLAHOMA",nan,Workplace Safety Incident,"Employees were repairing a cooling unit on a new oil tank battery when a piping union failed and struck the injured employee, who suffered an amputation of the right leg below the knee. nan",Energy Isolation,0.5055,Hot Work,0.4794,Confined Space,0.2753,MEDIUM,Energy Isolation | Hot Work,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018043230,4/4/2018,USA,"MORGAN CITY, LOUISIANA",nan,Workplace Safety Incident,"An employee was attempting to attach a lifting clamp to a steel flange plate when the plate fell approximately 6 inches, pinching his fingertip between the ground and the plate. As he pulled his hand ",Working at Height,0.6755,Hot Work,0.0057,Safe Mechanical Lifting,0.0055,MEDIUM,Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018043465,4/11/2018,USA,"MENTONE, TEXAS",nan,Workplace Safety Incident,An employee was attempting to load a derrick board onto a flatbed haul truck with a forklift. His hand was between the forklift fork and derrick board as he tried to remove a rope from the bottom sect,Safe Mechanical Lifting,0.9992,Working at Height,0.9607,Driving,0.4435,MEDIUM,Safe Mechanical Lifting | Working at Height | Driving,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018043494,4/11/2018,USA,"BATAVIA, OHIO",nan,Workplace Safety Incident,"An employee was standing on planking located on the top buck of a two-end frame, tubular-welded frame scaffold when one of the scaffold planks broke, causing the employee to fall 10 feet to the ground",Safe Mechanical Lifting,0.9942,Working at Height,0.9741,Energy Isolation,0.1737,MEDIUM,Safe Mechanical Lifting | Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018043578,4/13/2018,USA,"STERLING, COLORADO",nan,Workplace Safety Incident,"On 4/02/2018, employees were replacing a pin in the chain for a slat conveyor. The sledge hammer used to pound the pin into the chain missed the pin and struck the left pinky finger of the employee wh",Safe Mechanical Lifting,0.5369,Hot Work,0.1304,Line of Fire,0.0452,MEDIUM,Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018043597,4/14/2018,USA,"CUDDY, PENNSYLVANIA",nan,Workplace Safety Incident,An employee was holding a 55-gallon drum in place with his right leg while another employee was attempting to puncture the drum with the forks of a forklift. As the forklift operator applied pressure ,Safe Mechanical Lifting,0.9982,Energy Isolation,0.9702,Working at Height,0.3455,MEDIUM,Safe Mechanical Lifting | Energy Isolation | Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018043698,4/18/2018,USA,"ROCHESTER, NEW YORK",nan,Workplace Safety Incident,"An employee was removing debris from the job site and was on a digger derrick dumpster truck when he fell off the truck edge to the ground, fracturing his patella and lacerating his forehead. nan",Driving,0.9973,Working at Height,0.9698,Safe Mechanical Lifting,0.0082,MEDIUM,Driving | Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018043824,4/21/2018,USA,"FORT DAVIS, TEXAS",nan,Workplace Safety Incident,An employee was about to go down a flight of stairs but noticed someone coming up the same stairs. He then re-directed to go to another set of stairs but tripped and fell. He shattered his left elbow ,Safe Mechanical Lifting,0.5115,Energy Isolation,0.0719,Driving,0.0048,MEDIUM,Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018044133,4/30/2018,USA,"PENNSBORO, WEST VIRGINIA",nan,Workplace Safety Incident,An employee was performing maintenance on a pump at a gas well frac job. The employee removed the top cap off of the pump and removed the top valve. The employee went to remove the bottom valve and th,Work Authorization,0.6468,Energy Isolation,0.4698,Working at Height,0.3105,MEDIUM,Work Authorization | Energy Isolation | Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018054526,5/9/2018,USA,"MENTONE, TEXAS",nan,Workplace Safety Incident,"An employee was attempting to enter a pick-up when he lost his footing, fell, and struck his right side flank on the side step of the vehicle. He suffered a right kidney contusion and hematuria. nan",Working at Height,0.5812,Driving,0.2446,Energy Isolation,0.1133,MEDIUM,Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018055135,5/25/2018,USA,"KINGFISHER, OKLAHOMA",nan,Workplace Safety Incident,"An employee was observing pressure line testing, heard a hissing sound, stepped back to observe and fell into steel rebar. The employee was hospitalized for puncture wounds and internal bleeding. nan",Energy Isolation,0.4789,Working at Height,0.0013,Confined Space,0.0007,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018055178,5/26/2018,USA,"WATFORD CITY, NORTH DAKOTA",nan,Workplace Safety Incident,"An employee was unscrewing a 2-inch iron elbow from a 2-inch iron straight pipe. The pipe shifted, and his left index finger was pinched between the elbow and the pipe. His left index finger was amput",Safe Mechanical Lifting,0.8797,Working at Height,0.7886,Driving,0.7487,MEDIUM,Safe Mechanical Lifting | Working at Height | Driving,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018055318,5/31/2018,USA,"GLEN DALE, WEST VIRGINIA",nan,Workplace Safety Incident,"An employee climbed the ladder on the back of a water truck to load water into the truck using a fire hose. When the water to the hose was turned on, the employee was startled by the pressure and fell",Working at Height,0.6697,Driving,0.2533,Energy Isolation,0.1469,MEDIUM,Working at Height | Driving,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018065485,6/5/2018,USA,"PLAINS, TEXAS",nan,Workplace Safety Incident,An employee was securing a set of chains to the slip for the blowout preventer (BOP) when the tongs engaged causing the slip to grab pipe and begin to spin. The injured employee's right hand was caugh,Energy Isolation,0.6921,Working at Height,0.2177,Safe Mechanical Lifting,0.1329,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018065666,6/10/2018,USA,"CLARKSBURG, WEST VIRGINIA",nan,Workplace Safety Incident,"On June 10, 2018, at approximately 3:30 p.m., an employee suffered a partial amputation to the left middle finger while greasing the gears of the power tongs. nan",Hot Work,0.5183,Safe Mechanical Lifting,0.3814,Energy Isolation,0.0384,MEDIUM,Hot Work | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018065705,6/11/2018,USA,"ELK CITY, OKLAHOMA",nan,Workplace Safety Incident,An employee was standing on the top step of a 2-foot stepladder to change paint booth filters. The employee fell off the stepladder to the concrete floor and fractured the right hip. nan,Working at Height,0.6908,Energy Isolation,0.0073,Safe Mechanical Lifting,0.0005,MEDIUM,Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018065915,6/15/2018,USA,"WILLISTON, NORTH DAKOTA",nan,Workplace Safety Incident,"An employee was operating a pipe handler when a drilling pipe was released and struck his right hand, resulting in a pinky finger amputation and fractures to the ring and middle fingers. nan",Line of Fire,0.6615,Safe Mechanical Lifting,0.4833,Energy Isolation,0.0266,MEDIUM,Line of Fire | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018065932,6/16/2018,USA,"CATAWISSA, PENNSYLVANIA",nan,Workplace Safety Incident,"An employee was steadying a road boring machine as it was loaded onto the back of a truck. The employee's right index finger was in a pinch point when the machine was lowered onto the finger, crushing",Line of Fire,0.9803,Driving,0.9564,Safe Mechanical Lifting,0.2444,MEDIUM,Line of Fire | Driving | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018066017,6/19/2018,USA,"EIGHTY FOUR, PENNSYLVANIA",nan,Workplace Safety Incident,"An employee was working in an aerial lift to loosen a cam-lock trap when a cap struck the employee's face, requiring hospitalization. nan",Energy Isolation,0.5738,Safe Mechanical Lifting,0.0196,Hot Work,0.0023,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018066035,6/19/2018,USA,"ENCINAL, TEXAS",nan,Workplace Safety Incident,"An employee was taking a joint of iron off the back of a truck and rotating it back into the cradle where it was stored. A brace was missing; when the joint was put into its resting spot, it kept roll",Driving,0.9421,Safe Mechanical Lifting,0.8057,Hot Work,0.016,MEDIUM,Driving | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018066072,6/20/2018,USA,"HOUSTON, TEXAS",nan,Workplace Safety Incident,"An employee was helping a crew inspect a newly installed pipeline. High-pressure water and construction debris escaped from the pipeline during pigging operations, knocking over the employee and injur",Energy Isolation,0.6988,Working at Height,0.0003,Bypassing Safety Controls,0.0001,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018066271,6/25/2018,USA,"NAUGATUCK, CONNECTICUT",nan,Workplace Safety Incident,"On June 25, 2018, an employee was using a sling to offload 120-gallon tanks from the back of a truck. He fell from the truck to the ground, sustaining a lumbar compression fracture. nan",Driving,0.9884,Working at Height,0.9644,Safe Mechanical Lifting,0.9492,MEDIUM,Driving | Working at Height | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018066426,6/27/2018,USA,"EL RENO, OKLAHOMA",nan,Workplace Safety Incident,"Three employees were moving a tool from the wash bay to two tool stands. The rear tool stand became caught on the lip of the floor and collapsed, causing the tool to fall off the stand. One of the emp",Hot Work,0.5189,Energy Isolation,0.2321,Working at Height,0.0044,MEDIUM,Hot Work,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018076735,7/5/2018,USA,"ACWORTH, GEORGIA",nan,Workplace Safety Incident,"An employee was helping a skid steer operator. The skid steer struck the employee, who suffered a broken right leg. The employee was hospitalized. nan",Energy Isolation,0.4984,Safe Mechanical Lifting,0.3753,Work Authorization,0.0359,MEDIUM,Energy Isolation | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018076846,7/9/2018,USA,"FOWLERTON, TEXAS",nan,Workplace Safety Incident,"An employee was working on a drilling rig location, adjusting and pushing forklift blades, when the blades pinched the employee's middle finger, resulting in a fingertip amputation. nan",Safe Mechanical Lifting,0.5093,Work Authorization,0.0043,Driving,0.0026,MEDIUM,Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018077232,7/18/2018,USA,"KINGFISHER, OKLAHOMA",nan,Workplace Safety Incident,While flushing chemical from a tanker truck an explosion occurred that burned three employees. One of the injured employees was hospitalized with burns to the face and hands. nan,Hot Work,0.991,Driving,0.8822,Confined Space,0.2515,MEDIUM,Hot Work | Driving,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018077523,7/24/2018,USA,"KILGORE, TEXAS",nan,Workplace Safety Incident,An employee was retrieving his tools when he suffered a right pinky fingertip injury that later resulted in an amputation. nan,Line of Fire,0.513,Energy Isolation,0.0212,Safe Mechanical Lifting,0.0205,MEDIUM,Line of Fire,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018077531,7/25/2018,USA,"OILMONT, MONTANA",nan,Workplace Safety Incident,"An employee was removing doors from an oil and gas treater with an electric impact gun. His tool arced and lit the gas in the room on fire, causing severe burns to both of his arms. nan",Hot Work,0.6914,Confined Space,0.0031,Work Authorization,0.0004,MEDIUM,Hot Work,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018077795,7/31/2018,USA,"ACKERLY, TEXAS",nan,Workplace Safety Incident,"An employee was standing on the drum of an oil rig washing and removing grease from the drum when the operator activated the drum. The employee then fell between the drum and cable, fracturing his rig",Working at Height,0.5044,Energy Isolation,0.0155,Driving,0.0004,MEDIUM,Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018087842,8/1/2018,USA,"KERMIT, TEXAS",nan,Workplace Safety Incident,"An employee was hit by a falling sheave from a tester that was being placed in a well. The employee was struck in the chest below the collarbone, suffering a liver laceration and bruised lung. nan",Line of Fire,0.9627,Safe Mechanical Lifting,0.8404,Energy Isolation,0.2411,MEDIUM,Line of Fire | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018087878,8/1/2018,USA,"MIDLAND, TEXAS",nan,Workplace Safety Incident,An employee was walking away from a pipeline when it exploded. He suffered second-degree burns. nan,Line of Fire,0.6372,Hot Work,0.279,Confined Space,0.108,MEDIUM,Line of Fire,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018087929,8/3/2018,USA,"TARZAN, TEXAS",nan,Workplace Safety Incident,"An employee slipped while working on a blowout preventer, falling about 2 feet to the ground and suffering a broken thumb. nan",Working at Height,0.5954,Energy Isolation,0.0279,Safe Mechanical Lifting,0.0031,MEDIUM,Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018087959,8/4/2018,USA,"FORT STOCKTON, TEXAS",nan,Workplace Safety Incident,"An employee was working with tongues on the drilling floor when his hand entered a pinch point and the tongues caught his ring finger, resulting in an amputation at the first joint. nan",Safe Mechanical Lifting,0.8955,Line of Fire,0.8905,Hot Work,0.0119,MEDIUM,Safe Mechanical Lifting | Line of Fire,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018088136,8/8/2018,USA,"BOSSIER CITY, LOUISIANA",nan,Workplace Safety Incident,Two employees were working on a pump. The first employee had his hand in the pump when the second employee rotated the drive line. The rotating pump parts then caused an amputation to the first employ,Line of Fire,0.527,Working at Height,0.1569,Hot Work,0.1012,MEDIUM,Line of Fire,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018088234,8/12/2018,USA,"BIG SPRING, TEXAS",nan,Workplace Safety Incident,"An employee was working on a work-over rig floor at a well site, pulling equipment out of a rod basket, when a 2.5-foot-long x 1.5-inch-diameter metal rod (safety bar) fell from the rod basket and str",Energy Isolation,0.511,Working at Height,0.0417,Hot Work,0.008,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018088300,8/14/2018,USA,"LITTLE ROCK, ARKANSAS",nan,Workplace Safety Incident,"The injured employee was putting a stencil on the south side of a pipe. Just behind the injured employee, a coworker was in the process of quality testing a finished pipe. The coworker was raising the",Energy Isolation,0.9331,Safe Mechanical Lifting,0.8702,Line of Fire,0.0138,MEDIUM,Energy Isolation | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018088609,8/21/2018,USA,"SAN AUGUSTINE, TEXAS",nan,Workplace Safety Incident,"An employee was rigging up an isolation tool when he started to experience symptoms of heat exhaustion, requiring hospitalization. nan",Safe Mechanical Lifting,0.6258,Driving,0.0109,Work Authorization,0.0045,MEDIUM,Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2018099551,9/15/2018,USA,"BELMONT, WISCONSIN",nan,Workplace Safety Incident,"On September 15, 2018, an employee removed a pipeline cap on a CIP line and was burned by hot water and chemicals. The employee suffered burns to the face, back, arms, and legs. nan",Safe Mechanical Lifting,0.5139,Work Authorization,0.4115,Driving,0.1642,MEDIUM,Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2018099830,9/22/2018,USA,"KANSAS CITY, MISSOURI",nan,Workplace Safety Incident,An employee was setting out cones in a work zone after the required signs had been set and was struck by a vehicle. The employee was hospitalized for multiple fractures of the right tibia and a single,Line of Fire,0.5661,Driving,0.0609,Safe Mechanical Lifting,0.0551,MEDIUM,Line of Fire,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
20181010659,10/16/2018,USA,"MONAHANS, TEXAS",nan,Workplace Safety Incident,"An employee was handling a racking board section. When the employee knocked a pin out of the racking board section, the racking board fell and hit the employee's left leg. The employee suffered a disl",Energy Isolation,0.458,Working at Height,0.0369,Work Authorization,0.0139,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
20181010956,10/23/2018,USA,"POCASSET, OKLAHOMA",nan,Workplace Safety Incident,"An employee fell from a truck to the ground while loading the bulk truck with material, suffering arm, wrist, and rib fractures. nan",Driving,0.9975,Working at Height,0.9305,Safe Mechanical Lifting,0.0031,MEDIUM,Driving | Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
20181011215,10/31/2018,USA,"CANTON, PENNSYLVANIA",nan,Workplace Safety Incident,"An employee was spotting for a track hoe when he was caught by the tracks, fracturing his right leg in three places. nan",Line of Fire,0.4579,Safe Mechanical Lifting,0.0199,Working at Height,0.0034,MEDIUM,Line of Fire,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
20181111619,11/10/2018,USA,"DALTON, GEORGIA",nan,Workplace Safety Incident,"Employees were changing a gasket on a steam line, using a tubular welded scaffold with 28-inch aluminum work planks two sections high. An employee fell about 12 feet from the scaffold, making contact ",Working at Height,0.6704,Safe Mechanical Lifting,0.0193,Hot Work,0.0071,MEDIUM,Working at Height,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
20181111869,11/17/2018,USA,"MCGREGOR, NORTH DAKOTA",nan,Workplace Safety Incident,An employee was ventilating a building containing a gas leak and the gases ignited when the employee opened the door. The employee suffered first degree burns to the face and neck and second degree bu,Hot Work,0.9906,Work Authorization,0.9446,Confined Space,0.5213,MEDIUM,Hot Work | Work Authorization | Confined Space,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
20181111906,11/19/2018,USA,"WHITSETT, TEXAS",nan,Workplace Safety Incident,"An employee was rigging down an oil rig mast. While the pin was being removed from the derrick board brace, the derrick board swung and hit the employee in the rib area. The employee suffered contusio",Working at Height,0.99,Safe Mechanical Lifting,0.9768,Energy Isolation,0.2154,MEDIUM,Working at Height | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
20181212989,12/19/2018,USA,"MONTGOMERY, ALABAMA",nan,Workplace Safety Incident,An employee was removing Christmas tree lights from a trailer when his little finger was smashed between a forklift bar and a steel bar. He suffered an amputation to the finger. nan,Safe Mechanical Lifting,0.9003,Energy Isolation,0.8757,Driving,0.3774,MEDIUM,Safe Mechanical Lifting | Energy Isolation | Driving,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
20181213289,12/31/2018,USA,"MIDLAND, TEXAS",nan,Workplace Safety Incident,"An employee was loading casing on a rack with a PIT. One of the casings was hanging off of the rack. When the employee went to move it by hand, it rolled off and struck the employee resulting in a bro",Safe Mechanical Lifting,0.6382,Energy Isolation,0.2103,Hot Work,0.0351,MEDIUM,Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2019010164,1/7/2019,USA,"COTULLA, TEXAS",nan,Workplace Safety Incident,"An employee was helping to lower an exhaust catalyst to the ground with a rope when it created a loop that caught the employees' right gloved finger, resulting in a fingertip amputation. nan",Energy Isolation,0.5253,Safe Mechanical Lifting,0.5159,Hot Work,0.324,MEDIUM,Energy Isolation | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2019010417,1/14/2019,USA,"MONAHANS, TEXAS",nan,Workplace Safety Incident,Employees were loading 6.5-inch drill collars onto a 40-foot flatbed trailer for transport. The injured employee was attempting to install a band around a collar to secure it when the drill collar rol,Working at Height,0.6168,Line of Fire,0.2891,Energy Isolation,0.2138,MEDIUM,Working at Height | Line of Fire,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2019010489,1/15/2019,USA,"WILLISTON, NORTH DAKOTA",nan,Workplace Safety Incident,An employee was using a loader to place a 4.5-inch casing onto a pipe rack. The employee noticed the casing was rolling off of the pipe rack and exited the loader to stop it. The casing rolled onto th,Energy Isolation,0.9143,Safe Mechanical Lifting,0.8989,Work Authorization,0.1022,MEDIUM,Energy Isolation | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2019010782,1/22/2019,USA,"HUNTINGDON VALLEY, PENNSYLVANIA",nan,Workplace Safety Incident,"While checking on equipment on the back of a welding truck, an employee fell off the back of the truck to the ground about 36 inches below. The employee suffered multiple fractures and was hospitalize",Hot Work,0.996,Driving,0.9155,Confined Space,0.3674,MEDIUM,Hot Work | Driving,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2019011012,1/28/2019,USA,"WILLISTON, NORTH DAKOTA",nan,Workplace Safety Incident,"An employee was crawling under a truck/trailer to service the water pump PTO when his arm was caught in the rotating PTO driveline, severing his right forearm and requiring hospitalization. nan",Driving,0.699,Line of Fire,0.0488,Working at Height,0.0202,MEDIUM,Driving,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2019011143,1/31/2019,USA,"CAMERON, TEXAS",nan,Workplace Safety Incident,"An employee was loading an ATV using a winch when the employee's right thumb was caught in the winch, resulting in a partial thumb amputation. nan",Line of Fire,0.9626,Safe Mechanical Lifting,0.9281,Energy Isolation,0.0042,MEDIUM,Line of Fire | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2019021246,2/4/2019,USA,"MENTONE, TEXAS",nan,Workplace Safety Incident,"An employee was blowing down a vessel through a stinger pipe that was pointing up. As he reached with his right hand and opened the ball valve to release pressure, the stinger pipe swung to the left a",Energy Isolation,0.5079,Safe Mechanical Lifting,0.3499,Line of Fire,0.0266,MEDIUM,Energy Isolation | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2019021292,2/5/2019,USA,"CANTON, OHIO",nan,Workplace Safety Incident,"An employee was putting pipe stoppers into a casing block and then onto a pipe rack when one of the casings came loose and rolled onto his right hand, smashing it and requiring hospitalization. The ca",Safe Mechanical Lifting,0.6569,Work Authorization,0.0031,Hot Work,0.0024,MEDIUM,Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2019021334,2/6/2019,USA,"BRYAN, TEXAS",nan,Workplace Safety Incident,An employee was standing near a winch truck that was being used to pull out a workover rig that was stuck in the mud. The winch cable was hooked to a cross member on the rig. The winch truck driver at,Driving,0.9141,Safe Mechanical Lifting,0.8784,Line of Fire,0.0929,MEDIUM,Driving | Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2019021712,2/15/2019,USA,"KINGFISHER, OKLAHOMA",nan,Workplace Safety Incident,An employee was reaching for a rope when his gloved left hand was pulled into a chain and sprocket on the back of a truck. The tip of his index finger was amputated and his middle and ring fingers wer,Safe Mechanical Lifting,0.6269,Driving,0.297,Hot Work,0.0073,MEDIUM,Safe Mechanical Lifting | Driving,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2019021814,2/18/2019,USA,"HOUSTON, TEXAS",nan,Workplace Safety Incident,An employee's left hand was caught between an assembly machine and the equipment being assembled. His index finger was broken and he was hospitalized. nan,Safe Mechanical Lifting,0.6647,Line of Fire,0.0048,Driving,0.0019,MEDIUM,Safe Mechanical Lifting,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2019022178,2/27/2019,USA,"BROWNWOOD, TEXAS",nan,Workplace Safety Incident,"An employee used the mandrel as a lift onto the catwalk. The employee missed the catwalk and rode the mandrel all the way around to the other side, striking his head on the steel beam at the bottom of",Energy Isolation,0.5866,Working at Height,0.0161,Confined Space,0.0109,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
2019033107,3/25/2019,USA,"DILLEY, TEXAS",nan,Workplace Safety Incident,An employee fell from the steps of his truck to the ground below. He suffered torn ligaments on both knees. nan,Working at Height,0.9963,Driving,0.9665,Energy Isolation,0.0037,MEDIUM,Working at Height | Driving,MEDIUM_CONFIDENCE_HUMAN_REVIEW,LOW_MARGIN
2019033190,3/27/2019,USA,"BROWNFIELD, TEXAS",nan,Workplace Safety Incident,"An employee was adjusting a hydraulic torque wrench to attach a fluid end when a second employee engaged the high torque controls, resulting in an amputation of the first employee's right middle finge",Energy Isolation,0.6661,Confined Space,0.0085,Work Authorization,0.0033,MEDIUM,Energy Isolation,MEDIUM_CONFIDENCE_HUMAN_REVIEW,MEDIUM_CONFIDENCE
