record_id,narrative,all_lsrs
OILPS_OSHA_00158,"An employee was adjusting a belt on a power washer. While checking the tension, the pump turned back on. This kicked the wrench away from the employee's hand and pulled his hand into the machine. His right little fingertip was amputated, and his right thumb was lacerated.",
OILPS_OSHA_02559,"An employee was lowering a transfer hose between two liquid cargo barges. The winch started to free-spool and the hand crank came out of its seat. The employee was putting the hand crank back in to stop the winch from free-spooling, when the gears on the winch caused a partial amputation of a finger on the right hand and a fracture.",Safe Mechanical Lifting
OILPS_OSHA_02047,"At about 11:20 a.m. on March 14, 2019, a truck driver was working on top of a tractor trailer to check the fuel level. A gust of wind blew the employee off the top of the trailer. The employee suffered broken bones and was hospitalized.",Driving
OILPS_OSHA_01668,"An employee was about to climb a 15-foot chain ladder to exit a horizontal vessel. When he stepped onto the ladder, it became unstable and he fell. He landed on his back on the vessel's floor, suffering multiple broken vertebrae.",Working at Height
OILPS_IOGP_SPI_0098,"Head gasket failure on first stage cylinder released 2,948 lbs CO2; no hazardous atmosphere detected and no 
personnel affected.",
OILPS_OSHA_04002,"While fueling a truck, an employee observed a pool of liquid, then noticed mist coming from a pipe. The employee developed respiratory symptoms resembling those of ammonia exposure.",Driving
OILPS_IOGP_SPI_0007,"On 04 September 2025, an uncontrolled release of approximately 1,064 kg of hydrocarbon and inert gas mixture 
occurred from the cargo tank vent lines on an FPSO, resulting in Emergency Shutdown activation. The release was 
caused by valves 64HCV0001 and 64HCV0002 opening unexpectedly during a reboot of controller.",
OILPS_OSHA_01361,An employee fell from a flatbed trailer to the ground while securing a load. He landed on his right leg and injured his pelvis.,Working at Height
OILPS_OSHA_02468,"Employees were working to remove a blow-out preventer (BOP) by dragging it with a tandem bed truck on the BOP skid from between two rig subs during rig-down operations. An employee was spotting the BOP skid as it was being pulled out by a tandem bed truck so it did not contact the rig sub's cylinders. He was standing on each side of the BOP skid directly beside the gas well cellar that the BOP had been removed from in order to watch the skid pass the cylinders and communicate with the bed truck operator as he pulled the skid away from the spotters. At the time, the well cellar guards had been removed from around the BOP, as is required to disconnect the BOP and lay it over on the skid. The employee stepped back into the cellar opening and fell 4 feet down onto a metal work platform and toe board, resulting in a broken collar bone, broken ribs, and a punctured lung.",Working at Height; Driving
OILPS_OSHA_00430,An employee stepped into an uncovered hole and sprained their back.,
OILPS_IOGP_SPI_0097,"Sour water pre-filter O-ring leak triggered H2S alarms; facility isolated, ventilated, and area reclassified from air-
pack available to carry zone.",
OILPS_OSHA_00455,An employee was welding a trailer fender. The tire burst and debris struck the welding mask causing a facial laceration and temporary vision impairment. The injured employee was hospitalized.,Energy Isolation; Hot Work
OILPS_OSHA_00837,"An employee had just finished lifting a shale bin using two loaders (one with a stinger, chain, and lifting equipment) in order to place matting underneath. Once the matting was in place, the employee directed the loader to lower the bin until there was enough slack in the lifting chain to remove it. As the employee grabbed the eye of the lifting chain to unhook it, the operator of the loader bumped the controls with his knee, causing the chain to tighten and pinch the employee's right middle finger between the bin and the chain. The employee's right middle finger was amputated between the middle and upper joint, and the employee was hospitalized.",
OILPS_IOGP_SPI_0126,Cooler pressure safety valve released.,
OILPS_IOGP_SPI_0018,"A leak of Corrosion Inhibitor (CI) occurred at one of the remote wellhead platforms. The source of the leak was 
identified at the bleed ring plug of the storage tank’s level transmitter, which had become dislodged and came off 
from the fitting. The leak was isolated, and an estimated 4,600 litres of CI was released from the tank.",
OILPS_IOGP_SPI_0054,"While pulling out of hole, swedge below the lubricator unexpectedly released.",
OILPS_IOGP_HPE_0039,Collision between northern crane and derrick resulting in falling objects.,
OILPS_IOGP_SPI_0166,"At 4:10 pm an emergency operator called to report that security, while patrolling the area, reported a gas smell 
along the road, at 100m distance from the Security gate. It was a fuel gas release from a 2” FG line during well 
preparation for MRM.",
OILPS_IOGP_HPE_0033,"Jack failed, with load moving towards personnel. No injuries however fatality as worst case potential outcome.",
OILPS_OSHA_03342,"While working at a fueling station, an employee was inside an underground sump hole with safety cones blocking off the area. He stood up in preparation to get out of the hole when a truck drove over the hole. The wheel of the vehicle was stuck in the hole and trapped the employee against the inside of the hole, putting pressure on the employee's upper torso.",Energy Isolation; Driving
OILPS_IOGP_SPI_0030,"Crude oil leak from a 6” line coming from oil wells and going to a facility. The line was isolated. The total volume 
spilled is 20bbls.",
OILPS_IOGP_SPI_0177,"During the annulus damping operation, draining the gas from the annulus to the test plant and replacing it with 9.8 
ppg inhibited water-based complementary fluid, methane gas was detected on the deck through two gas sensors – 
one installed internally in the fan house (ventilation room) detected 100% of the LEL (lower explosive limit) of CH4 
and another externally, in an adjacent room, detected 55% of the LEL of CH4, these rooms that suck air to the stern 
port column and pontoon of the unit",
OILPS_OSHA_01757,"An employee was washing an oil and gas drilling rig when he experienced heat stress and cramping due to dehydration, requiring hospitalization.",
OILPS_OSHA_02576,"An employee was tasked with welding a pipe. As he was getting a cutting torch from a toolbox on a buggy, he became caught between the side boom of a pipelayer and the buggy. He suffered internal bleeding and damage to his small intestine, requiring hospitalization and surgery.",Hot Work
OILPS_OSHA_00991,An employee was struck in the shoulder by a casing pipe during a well completion operation. The employee then suffered a reaction to painkillers.,
OILPS_IOGP_HPE_0003,"On 18 August 2025, a team was installing a 6-inch pipe over a 35-metre section between two lines. This pipe was 
also to be used during WO operations. During the operation, the team separated a 6-inch pipe from a 2-inch pipe, 
both of which had previously been tied together with cords. During the lifting phase, the cords were gradually cut 
to separate the two pipes. When the third cord was cut, the tension accumulated in the 6-inch pipe, which was 
bent at the time, was suddenly released. The pipe rebounded and struck an operator's right leg between the ankle 
and knee, causing an open fracture. The supervisor was immediately informed, the control room was alerted, and 
emergency procedures were quickly implemented.",
OILPS_OSHA_01380,"On January 11, 2018, at approximately 11:00 a.m., an employee was attempting to drive an ATV up a steep incline when it tipped over backwards. He was hospitalized with a fractured lower vertebra and internal bleeding.",
OILPS_IOGP_HPE_0008,"On 3rd June 2025, at about 2:15pm, during a test digging on a 6"" test line right of way, the excavator bucket made 
contact with a buried 11KVA composite electrical cable. The incident resulted in a dent/superficial cut on the cable.",
OILPS_IOGP_SPI_0176,"Explosion and fire during a propane leak, resulting in burns to an employee who was performing routine activities in 
the laboratory. The source of the flammable gas comes from Process Unit, and is used to perform analyses of 100% 
evaporated LPG residue.",
OILPS_OSHA_01467,"An employee was moving a panel switch to the open position on a 480-volt motor control center breaker when an electrical arc flash occurred, burning the employee's eyes, face, neck, and hands.",Energy Isolation
OILPS_OSHA_02384,An employee was in the office shutting down for the day. The employee impacted the back of their head on an unknown object and was hospitalized with a head injury.,
OILPS_OSHA_03919,An employee was walking back to the office when they tripped on a Christmas tree storage bag and fell to the floor. The employee sustained fractures to their clavicle and humerus.,
OILPS_IOGP_SPI_0201,"Crew was killing the well with Axis Reverse Unit when the Axis Pump Hand appears to have engaged valves in 
the incorrect order allowing pressure to exit well bore through a disconnected 2” hose at the rig floor. Pressure 
estimated to be 600 psi. Loose end of hose whipped and struck one individual on the top of their hard hat.",
OILPS_OSHA_00773,"Employees were installing grating that consisted of 4 sheets (approximately 4 feet by 5 feet), cumulatively weighing approximately 800 pounds. When the employees disconnected the load from the crane, they realized the corner of the grating rested on the edge of an existing guard rail toe plate. The injured employee attempted to lift the grating upwards while his coworker used a spud wrench to shift the grating off the toe plate. The grating shifted and caught the injured employee's left index finger between the grating and structural steel. He suffered an avulsion to his left index finger flesh beneath his fingertip, which was crushed and cut. He required surgery and was hospitalized overnight.",Safe Mechanical Lifting
OILPS_OSHA_03315,"An employee was rotating a lifted bonnet when their finger was pinched between the fork and valve, resulting in a right middle fingertip amputation.",
OILPS_OSHA_02971,"An employee was on a landing above a frac tank. The employee put a strap stick into the tank; when it hit the bottom of the tank, the fluids in the tank ignited. The flash fire caused the employee to jump or fall, and he suffered two broken legs as well as burns to the arm.",Hot Work
OILPS_OSHA_01754,"An employee slipped and twisted his right ankle while attempting to carry a 50-pound bag of seed, fracturing his fibula and tibia.",
OILPS_OSHA_00998,"While using a tag line to move a pipe, an employee lost control of the tag line. The employee's right arm was then caught between the pipe and a drilling rig, breaking it.",
OILPS_OSHA_03848,"During fuel delivery to bulk storage tanks from a tanker truck, fuel vapors met with an ignition source, causing the service station attached to the diked tank area to explode and set all seven fuel storage tanks in the diked area on fire. One tank over pressurized from the fire and exploded, propelling the tank into the next property. The two employees on site received severe burns to their face and body from the explosion and were hospitalized.",Hot Work; Driving
OILPS_OSHA_00719,"On September 07, 2016, at approximately 2:00 AM, an employee was unloading a fluid trailer during fluid service operations. While he was disconnecting a hose, pressure released and he fell to the ground, sustaining a head injury.",Energy Isolation
OILPS_OSHA_01480,"An employee was troubleshooting a problem with a chemical pump. During a fracturing operation, the employee disconnected a chemical hose that was under pressure. Chemicals released and entered the employee's right eye, causing a chemical burn.",Energy Isolation
OILPS_IOGP_SPI_0077,Release of 16.7 bbl oil found during recycling; fluids remained onsite and recovered.,
OILPS_OSHA_02269,"After work (installing wellheads and valves in the field), an employee suffered severe heat exhaustion and cramping and was hospitalized.",
OILPS_OSHA_00212,"An employee suffered a hand injury while performing routine maintenance on a pump jack at or near Pierre Creek Nelson 44-23 HR in McKenzie County, North Dakota.",
OILPS_IOGP_SPI_0165,"A sour gas release occurred at high pressure gas separator. The release occurred while business partners were 
removing a pressure safety valve for inspection and recertification. While cracking a flange, two workers were 
exposed to H2S. As a result, one worker lost consciousness, the other was exposed and became dizzy but remained 
conscious. The exposed workers were not wearing required Self-Contained Breathing Apparatus.",
OILPS_OSHA_02549,"An employee had unloaded a tracked drill rig off of a trailer and started to drill when the employee's pant leg became caught in the drill auger. As a result, the employee suffered a fracture to the left fibula with contusions and a hematoma, requiring hospitalization.",Line of Fire
OILPS_OSHA_02945,"An employee was removing a high-density polyethylene (HDPE) flange from a steel host pipe that had an HDPE liner installed. As the liner seal was broken, a puff of gas that was trapped in the annular space between the liner and steel pipe was released and ignited. The fire caused second degree burns to the employee's wrists and face.",
OILPS_IOGP_FATAL_0005,"At approximately 03:10 AM, crews were performing flange management on the water 16’’ and 18” lines and 
installation of the blind flange on the 24” overboard line for hydrotest. During the process, crew encountered a clash 
with an abandoned open 18” line and started hot cutting the 18” line to make room to install a blind flange. Fire 
broke out at worksite, resulting in 17 people injured and 1 person missing.",
OILPS_OSHA_01996,At approximately 4:30 p.m. there was an explosion and fire while starting up a unit at a refinery. One employee was burned on the face.,Hot Work
OILPS_OSHA_01606,An employee was hospitalized due to heat exhaustion.,
OILPS_IOGP_SPI_0014,Fire due to leak from 14” incoming piping in absorber of CO2 removal unit.,
OILPS_IOGP_SPI_0169,"Personnel arrive at the gas pipeline in order to uncover two valves. The excavator begins digging until the pipe 
is identified, then proceeds to remove the metal flag. As the material is removed, the valve fails, releasing gas 
pressure.",
OILPS_OSHA_03134,"An employee was rebuilding a setting tool, attempting to seat the lower cylinder onto the cylinder head by tapping the setting tool onto the trailer floor. As the employee pushed down on the setting tool, the mandrel stroked in the setting sleeve and pinched and amputated their right middle finger.",
OILPS_IOGP_HPE_0038,"In connection with a pigging operation on an offshore installation, several pigs weighing 35 - 40 kg were lowered 
from a scaffold using rope, as the pig receiver was placed 5m above the turret deck. When the last pig was being 
lowered, the knot loosened, and the pig fell onto the turret deck and then bounced outside the barrier and down 
onto the tank deck. No one was injured and there was no significant material damage.",
OILPS_IOGP_SPI_0025,"While performing maintenance to refill the lubrication oil reservoir, the operator disassembled the camlock 
coupling on the filling nozzle. During this process, oil unexpectedly sprayed back from the system.
The tank level dropped rapidly, prompting the operator to activate the emergency stop for the turbine to prevent 
further escalation. Two people were exposed to oil splashes and oil vapors.",
OILPS_OSHA_03145,An employee was checking around a work area. The employee tripped on a ground rod that was sticking up about 2 inches from the ground and suffered a broken left knee.,
OILPS_IOGP_FATAL_0195,"For the fuel gas pipeline was under preparation for cleaning pigging activity, contractor employees went to the 
location for cleaning pigging activity. During the process, an explosion (without fire) occurred, sand and carbon were 
scattered in the area. This led to the collapse of the valve pit along with its structure, resulting in one contractor 
employee fatality, one contractor employee injury (left leg ankle fracture) and damage to the property. The injured 
employees were shifted to company clinic and then to hospital. One contractor employee was declared dead by the 
hospital and another contractor employee was injured.",
OILPS_OSHA_01373,"An employee was getting ready to climb a ladder to a chemical float trailer. He had put his right hand on the lower section of the ladder when it shifted, causing his right ring finger to be caught between the ladder and the trailer. His fingertip was amputated.",Working at Height
OILPS_OSHA_01306,"On 11/16/2017, two employees were attempting to clear a hydrate formation in a gas pipeline at a tank battery when flammable gases and vapors ignited, causing significant burns to both employees.",Hot Work
OILPS_OSHA_03660,"An employee was holding a back-pressure regulator. A pipe came apart (under tension from a forklift) and injured the employee's left hand, lacerating and fracturing the index finger.",Energy Isolation; Safe Mechanical Lifting
OILPS_OSHA_03485,"An employee was pressure washing a gas compression unit when they stepped off a 3-foot high skid and fell to the ground, sustaining an ankle fracture.",Energy Isolation
OILPS_OSHA_04127,An employee was conducting field work at a customer's drilling rig when he became dehydrated. The employee was hospitalized.,
OILPS_OSHA_03140,"An employee was on a table trying to push a block of cardboard paper. The employee fell from the table to the ground about 3 feet below, suffering a broken leg.",Working at Height
OILPS_OSHA_00063,A maintenance employee slipped on ice while applying salt to ice on the ground in the fenced-in yard of the facility. He slipped and broke his left fibula and dislocated his left ankle.,
OILPS_IOGP_HPE_0017,"IP1 observed visible bulging of a drain hose and proceeded to disconnect it. Although the associated compressor 
had been isolated, the hose remained connected to the main drainage manifold, which was linked to 24 
compressors.
The hose remained pressurized, and upon disconnection it struck the IP1 on the left hand and lower leg, and 
subsequently impacting IP2’s hand as they attempted to assist. As a result, IP1 and IP2 were injured.",
OILPS_OSHA_00438,"An employee was installing casing joints in a well using tongs when the bite of the tongs malfunctioned and the tongs bucked unexpectedly. The employee's hand got crushed between the tongs and the derrick, causing hand fractures.",Working at Height
OILPS_OSHA_00159,An employee's foot got crushed between the floor and boom of a drill rig. He broke his big toe.,
OILPS_OSHA_02736,"An employee was attempting to adjust the housing on the tip of a spray gun when the trigger was engaged, causing the ceramic coating to go through the employee's glove into his left index finger, resulting in an injury that required surgery.",
OILPS_IOGP_HPE_0075,"A flash fire occurred during the demolition of internal components in the first-stage knockout drum (module C2) at 
the facility.
NORTH AMERICA ONSHORE
70
Safety performance indicators – 2025 data: High potential event reports
===PAGE_71===",
OILPS_IOGP_HPE_0067,"Two project contractors were observed working outside the handrail on structural beams approximately 30 meters 
above sea level. They were without the required fall-prevention barriers or authorized permits. Both individuals 
faced an uncontrolled fall-from-height hazard, posing a significant risk where survivability is minimal and multiple 
fatalities could occur.",
OILPS_OSHA_01430,"An employee was emptying a filter pod at the flare stack when a small flame came out of the top of the flare stack, landed in the condensate, and burned him. He suffered second degree burns to the hands, stomach, and calves, requiring hospitalization.",
OILPS_IOGP_SPI_0099,Gasket failure on Test Treater #1 released 17.6 bbl oil inside building and 4.5 bbl outside; all contained and recovered.,
OILPS_OSHA_00355,"An employee was standing on top of an excavation area flagging a trench box in when the ground gave way. The employee fell inside the trench, hitting the left side of his head and back, breaking four ribs, and bruising his head.",
OILPS_OSHA_02585,"While tasked with checking inventory in the warehouse, an employee was stung on the left thigh by an insect. The employee was hospitalized.",
OILPS_IOGP_SPI_0171,"Gas leak in manifold (measurement bridge), in the plant during production bypass to different gas transport 
company. Subsequently, the plant shutdown and blowdown were executed, successfully stopping the leak.",
OILPS_IOGP_SPI_0047,Release occurred from water dump bypass valve.,
OILPS_OSHA_00852,An employee was transferring water at high pressure through a hose. The hose failed and a jet of water knocked the employee through the air approximately 150 feet. When the employee landed on the ground he suffered a shoulder injury.,Energy Isolation
OILPS_OSHA_02782,"An employee arrived at a location to shut some production wells. While walking through the location, the employee tripped on a 1-inch piece of pipe and fell to the ground on their right side. The employee sustained a fractured hip requiring hospitalization.",
OILPS_OSHA_04028,An employee was walking by an equipment battery (tank battery) when a leak occurred around a heater that caused a flash fire. He was wearing flame-resistant clothing and sustained burns to his palms and back.,Hot Work
OILPS_IOGP_SPI_0068,"6” PSV froze open releasing oil, water, and 2,628 KCF gas; spill occurred on private land and will be remediated.",
OILPS_IOGP_HPE_0047,"Observed that a Contractor Scaffolder working at 12m height on a Piperack without using his fall protection, 
standing on the hanging scaffold platform without using his double lanyards attached to a suitable anchor point and 
there was no handrail in place for fall prevention.",
OILPS_OSHA_00427,"An employee was working in front of the side boom when the employee tripped and fell. The side boom moved forward several feet, and the boom track ran over the employee, fracturing their right leg and foot.",
OILPS_OSHA_01023,An employee was welding outside when he experienced leg and arm cramps. He was hospitalized due to heat stress and dehydration.,Hot Work
OILPS_IOGP_SPI_0059,"At approximately 3:15 pm on Thursday, July 3rd it was reported that a vacuum truck operator was skimming oil into 
the oil tank. During this process the oil tank started leaking out of the pinhole at the bottom of the silver 2nd oil tank.
Safety performance indicators – Process safety events – 2025 data
45

===PAGE_46===",
OILPS_OSHA_03260,"An employee was using a high-pressure hose to wash a tank. The valve at the end of the hose broke due to the pressure, causing the hose to then strike the employee in the throat. The employee sustained severe injuries to the pharynx and neck.",Energy Isolation
OILPS_OSHA_01950,An employee was struck on the lower left leg by two joints of pipe.,
OILPS_OSHA_01328,"An employee was removing a fitting from an accumulator. Pressure was still in the safety bottle at the time. When he got down to the final threads, the fitting blew off, striking him in the face and neck. He suffered a facial contusion, orbital fracture, eye hematoma, and eyelid and neck lacerations.",Energy Isolation
OILPS_OSHA_04229,An employee was testing a breaker that energizes a dryer when the breaker tripped. There was a propane leak from the dryer that went into the conduit and bypassed the conduit sealer that was connected to a Motor Control Center (MCC). The employee contacted the control board and instructed them turned on the dryer when the MCC exploded. The employee sustained an injury and the amputation of his right foot.,Energy Isolation; Bypassing Safety Controls
OILPS_IOGP_SPI_0067,"Tank thief hatch released 18 bbl oil due to transmitter and pump malfunctions; all oil recovered in containment.
Safety performance indicators – Process safety events – 2025 data
49

===PAGE_50===",
OILPS_OSHA_00230,"On or about 3 June 2015, at approximately 1825 hours, an AR Daniel Construction employee was hospitalized due to an injury acquired at the jobsite. The employee was working in a trench under the railroad tracks located at Grand and 3rd street in Amarillo, Texas, when he was struck in the face by a piece of angle iron that was being used to hoist the pipeline that he was working near. The angle iron was inside the pipe, and a line was tied to the angle iron to hoist the pipe up enough for the employee to remove wood planking from underneath it. The angle iron became dislodged and struck him, causing multiple facial fractures and lacerations.",Line of Fire; Safe Mechanical Lifting
OILPS_OSHA_02786,"An employee was inspecting a pipeline after hydroblasting. The employee was blasted with a sudden burst of high-pressure steam, suffering burns to the shoulders, hands, and knees.",Energy Isolation
OILPS_IOGP_SPI_0131,"Lightning strike on tanks, and fire followed.",
OILPS_OSHA_01664,"An employee was driving a side-boom operator across a temporary bridge. The bridge collapsed and the machine rolled slightly and came to rest at about a 45 degree angle. As the employee disconnected his seat belt, he fell from the machine and landed in the creek bed on his back. The fall caused hairline fractures to his scapula and a rib.",Working at Height
OILPS_OSHA_03833,"Three employees were removing a cover from an oil well storage tank. Some of the bolts were corroded, so the employees used an electric grinder to remove the bolts. Sparks from the grinding wheel ignited liquid/fumes inside the tank, causing the tank to explode. One employee received severe burns to over 70% of their body.",Hot Work
OILPS_OSHA_01473,"An employee was taking samples and reading gauges when the sight glass blew out on a flake caustic line. The blow-out caused lacerations to the employee's arm, face, and chest and chemical burns to his face and right hand.",Toxic Gas / Hazardous Substance
OILPS_IOGP_SPI_0129,"Drain valve on air eliminator opened, and spill occurred.",
OILPS_IOGP_SPI_0009,"23 Sep 2025, 2:58 AM: Pressure drop (~6 psi) was detected during condensate shipping. Operations halted and 
security alerted.
Early Response: 
BY Security Control Room (BYSCR) coordinated with Quick Response Team (QRT), local police, and pipeline officer. 
Foot patrols conducted (6:00–9:45 AM). No abnormality observed; shipping resumed at 11:50 AM after GTCL 
confirmation.
Community Alert & Spill Confirmation (5:15–5:37 PM): 
Community reported condensate smell: shipping stopped. QRT confirmed spill at site.
Escalation: 
5:38 PM: Incident Management Team (IMT) activated; Emergency Response Team (ERT 1) formed at 6:20 PM.
7:04 PM: Significant spill spread to low-lying land and canal waterways. ERT 1 left the necessary preparation, tools/ 
logistics, for incident site at 7:30 pm (2-hour journey).
9:05 PM: Fire breakout reported; ERT 1 diverted to extinguish fire at bridge.
9:10 PM: Fire Service & Civil Defense (FSCD) engaged; fire extinguished by 10:20 PM with joint effort.
Leak Source & Containment:
11:55 PM: Leak source identified (illegal tapping with ball valve); area blocked with heavy soil. 
24 Sep, 12:55 PM: The area was secured, and containment measures were implemented. Eventually, the leak was 
plugged, and 22. bbl condensate was recovered. Approximately 173 bbl condensate spill occurred.
Third party injuries: 
Media reported three community members critically burned during the fire: hospitalized. 
Tragically, three members of a nearby community, despite intensive care, passed away (two on 28 Sep, one on 1 
Oct). The incident resulted in environmental contamination, property damage, and third-party loss of life.",
OILPS_OSHA_01759,"An employee was part of a crew that was attempting to remove a Christmas tree from a well head when a high-pressure release and blowout occurred. The Christmas tree fell on and broke the employee's leg, requiring hospitalization.",Energy Isolation
OILPS_OSHA_01171,"An employee was using a portable grinder with a wire brush wheel to clean a metallic natural gas pipe in preparation for welding. The flow of natural gas had been stopped with a metallic stopper pin. As the employee was using the grinder, the stopper pin became dislodged from a seated position, resulting in a brief ignition of the natural gas. The employee suffered first and second degree burns to the right side of his face and nose.",Line of Fire; Hot Work
OILPS_OSHA_04104,An employee was starting to work on the change of a conveyor belt and experienced symptoms of heat exhaustion due to high temperatures. The employee was hospitalized with heat exhaustion and dehydration.,
OILPS_OSHA_00584,"At 9:00 AM, on 5/10/16, an employee and a coworker were preparing to replace a malfunctioning gauge board on an asphalt tank. They transferred contents from the malfunctioning tank to another tank and shut down the malfunctioning tank. Every energy source was off/locked out. Using an impact wrench, the employee began loosening/removing the bolts holding the manway cover on the tank. After he loosened several bolts, some hot liquid asphalt splashed out from behind the cover onto the concrete pad and onto his hands, arms, and legs. He suffered second and third degree burns to both arms, hands, and legs, requiring hospitalization and surgery.",Confined Space
OILPS_OSHA_03483,"An employee was painting pipeline risers. After he completed painting, the employee was cleaning the paint sprayer nozzle with mineral spirits (petroleum base solvent used as paint thinner) when his right hand slipped, causing cleaning solvent to inject into the lower front portion of his left middle finger. The employee was hospitalized and had surgery.",
OILPS_OSHA_02721,"An employee was operating a drill press when their glove got caught in the drill, resulting in an amputation of the left pinky finger.",Line of Fire
OILPS_OSHA_02131,"An employee was setting up a board over a 3-foot deep excavation so that he could access the control valve to stop a leak. The employee fell into the excavation that was filled with hot water and suffered burns to the feet, leg and knee.",
OILPS_OSHA_02225,An employee had finished two coke oven charges and was hospitalized for heat exhaustion after his shift.,
OILPS_OSHA_00630,"An employee was helping to remove sand from holding tanks during hydraulic fracturing treatment rigging breakdown. A pipe containing an auger was being used to remove sand from a tank. There was an opening at the end to allow the sand to drop from the pipe, and the employee thought the pipe was stopped up. While inspecting the opening, the employee's left-hand index finger was amputated to the distal joint and the middle finger was severely lacerated by the rotating auger inside the pipe.",Safe Mechanical Lifting
OILPS_OSHA_02649,An employee slipped and fell to the ground while exiting a water truck via the ladder. The employee was hospitalized for a foot/ankle injury.,Working at Height; Driving
OILPS_OSHA_00813,An employee was heating an asphalt product with a propane torch to close a lid on a tank when a flash fire occurred. The employee suffered second degree burns to the hand and first degree burns to the face.,Hot Work
OILPS_IOGP_SPI_0186,"During the maintenance activity to remove instrumentation from a gas export pipeline, a manual valve stem 
detached, leading to the release of flammable gas. The gas leak was detected by multiple gas sensors, prompting 
a manual emergency shutdown of the facility, which included depressurization procedures and safe evacuation of 
personnel. No injuries or environmental damage occurred, and the incident was managed according to emergency 
response protocols.",
OILPS_OSHA_01175,"An employee was opening a high-pressure relief valve with a pressure bar. He was pulling down on the bar when it gave way, causing him to fall on the second bar. He tore his left triceps and bicep.",Energy Isolation
OILPS_OSHA_03023,"A valve stem had been stood up against the blades of a forklift so an employee could take a measurement. It slid down the forklift fork, striking the employee's left hand and partially amputating the index fingertip.",Safe Mechanical Lifting
OILPS_OSHA_03357,"Employee 1 was setting up his survey instrument at the edge of a concrete apron surrounding an 11-foot-deep concrete utility vault with a 9x9 steel access cover/lid. Employee 2, then walked behind employee 1, stepping onto the steel vault access cover/lid. The cover gave way, causing employee 2 and the steel vault cover to fall into the vault approximately 11 feet below. Employee 1 fell 8 feet, striking an existing pipeline valve located within the vault. Employee 2 was hospitalized for fractures to the ribs on the left side. Employee 1 did not require hospitalization.",Working at Height; Confined Space
OILPS_OSHA_04079,An employee was inventorying hammer mill screens when the screens fell on the employee. The employee sustained a laceration to their leg requiring hospitalization.,
OILPS_OSHA_02348,"An employee fell while walking on a sidewalk. The employee's right shoulder hit a welding machine, causing a fracture to the right upper arm.",Hot Work
OILPS_IOGP_SPI_0080,"Flare system ignited fluid after shutdown causing 9 bbl oil and 1 bbl water release; burned off onsite.
56
Safety performance indicators – Process safety events – 2025 data
===PAGE_57===",
OILPS_OSHA_02161,"An employee was resetting a breaker on an electric motor when an electrical arc occurred resulting in burns to the employee's right ear, right hand, thumb, and index finger.",Energy Isolation
OILPS_OSHA_02522,"An employee was checking for a seam under a suspended pipe. The sling holding the pipe shifted and the pipe lowered onto his right index finger, crushing the tip. The fingertip was amputated past the nail.",Safe Mechanical Lifting
OILPS_OSHA_02355,"An employee was a spotter for a forklift operator. He was walking backwards when he stumbled and fell to the ground. The forklift driver stopped and the load (pit liner material roll) rolled off the forks, striking the employee and breaking his legs.",Safe Mechanical Lifting; Driving
OILPS_OSHA_00959,An employee was working inside the shop when a propane leak caused an explosion. The employee suffered third degree burns.,Hot Work
OILPS_IOGP_SPI_0150,"While bringing a compressor back online, a fire started at the front of the compressor.",
OILPS_IOGP_HPE_0052,Company pickup truck collided with a concrete barrier at a diversion point.,
OILPS_OSHA_03553,An employee was checking fluid levels on a mast/power pack unit. The employee was on a ladder trying to access a catwalk when they slipped on a wet rung and fell 5 feet to the ground. The employee sustained a fractured hip.,Working at Height
OILPS_IOGP_SPI_0147,"During seal replacement on a condensate pump, a valve was left open post-maintenance, leading to condensate 
release.",
OILPS_OSHA_00600,"An employee was plumbing in a separator on a natural gas line that had pressure in it. The line blew up and knocked the employee to the ground, spraying him with dirt and rocks. He fractured his skull and suffered cuts to his arms.",Energy Isolation; Confined Space
OILPS_OSHA_00620,An employee was operating a service rig with a snubbing crew when a flash fire or explosion occurred and severely burned the employee.,Hot Work
OILPS_OSHA_00027,"On 1/14/2015 at approximately 11:23a.m. an employee was using a blow down system on a National 340 pump to blow out water in the hard line. Once the 4 inch suction hose was drained, the suction hose was disconnected and a cam lock was placed on the suction hose coming from the pump. The four inch butterfly valve for the suction was left open allowing air to pressure up against the cam lock cap. The employee used this system to build air and blow down the fluid in the tubing line to the tank. The employee was standing in front of the manifold and slightly to the right approximately one foot away. When the employee opened up the manifold, the cam lock cap popped free hitting him in the shin.",Energy Isolation
OILPS_OSHA_03767,"An employee was delivering lubricant to a customer location. After the employee had pulled a lubricant hose from the tanker and inserted the nozzle into the tank, the employee turned around and tripped over an engine stand, resulting in a fall. The employee's right hip was fractured.",
OILPS_IOGP_SPI_0055,"While fracking, a fire occurred from a frac pump.",
OILPS_IOGP_SPI_0103,"Fiberglass flowline failure released 7,067.35 lbs CO2 in ROW; no off-site impact.
68
Safety performance indicators – Process safety events – 2025 data
===PAGE_69===",
OILPS_IOGP_SPI_0112,SDV failed to close causing spill in unlined containment; inlet valve shut and recovery initiated.,
OILPS_OSHA_02260,"An employee was using compressed air to blow a sponge through a concrete pipeline to clean the pipe. The employee was disengaging the fitting of the air hose reducer, which was still under pressure, when the reducer struck the employee just below the hard hat line. The employee suffered a concussion, brain bleed, and forehead laceration.",Energy Isolation
