record_id,incident_group_id,incident_text,lsr_primary,lsr_secondary,lsr_labels,label_cardinality,label_count,source_documents,source_pages,source_record_ids,source_evidence,dataset_origin,lsr_label_provenance,reconstruction_method,group_status,created_at,is_synthetic,parent_record_id,parent_incident_group_id,generation_method,parent_source_document,parent_source_pages,parent_source_record_ids
INCIDENT-GOLD-0063,GRP-Safety performa-P54,"DATE: 01 Jun 2025 FUNCTION: Construction CAUSE: Pressure release ACTIVITY: Lifting, crane, rigging, deck operations A telehandler operator was moving a 714kg pipe spool when he observed a trailer blocking his access. The operator pulled the telehandler over to the side waiting for the trailer to move away. When the trailer moved, the operator started to reverse the telehandler. After reversing approximately 2 metres, the front right tyre of the telehandler failed and exploded. The release of pressure ejected the tyre 7 metres away from the telehandler. The primary","[""Safe Mechanical Lifting"", ""Line of Fire"", ""Bypassing Safety Controls""]",[],"[""Bypassing Safety Controls"", ""Line of Fire"", ""Safe Mechanical Lifting""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[54],"[""LSR-CAND-000101"", ""LSR-CAND-000102"", ""LSR-CAND-000357"", ""LSR-CAND-000358""]",PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Line of fire | SECONARY LIFE-SAVING RULE:  Bypassing safety controls,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0064,GRP-Safety performa-P55,"DATE: 11 Jan 2025 FUNCTION: Construction CAUSE: Struck by (not dropped object) ACTIVITY: Lifting, crane, rigging, deck operations An 800-ton crawler crane and a 280-ton crawler crane had concluded lifting operations and were idle. A civil crew requested the 800-ton crane operator to reposition the hook so they could avoid working under it. While slewing, the boom tip section of the 800-ton crawler crane contacted the wire rope of the stationary 280-ton crawler crane. The crane was operating within a barricaded area. No visible damage was found on both crawler cranes, and there were","[""Driving"", ""Line of Fire"", ""Safe Mechanical Lifting""]",[],"[""Driving"", ""Line of Fire"", ""Safe Mechanical Lifting""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[55],"[""LSR-CAND-000103"", ""LSR-CAND-000104"", ""LSR-CAND-000105"", ""LSR-CAND-000106"", ""LSR-CAND-000359"", ""LSR-CAND-000360""]",PRIMARY LIFE-SAVING RULE:  Driving | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Line of fire | SECONARY LIFE-SAVING RULE:  Safe mechanical lifting | PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0066,GRP-Safety performa-P57,"DATE: 23 Aug 2024 FUNCTION: Production CAUSE: Explosion, fire or burns ACTIVITY: Maintenance, inspection, testing On 23 Aug 2024 at around 15:30hrs, there was an explosion in the gas chromatograph (GC) lab, which resulted in property damage and burns to a lab analyst. The incident occurred while the lab analyst was calibrating a total sulphur analyzer. During the calibration of the total sulphur analyzer, LPG was released from the cylinder used for the calibration, and the vaporized LPG came into contact with an ignition source causing an explosion and fire.","[""Energy Isolation"", ""Line of Fire"", ""Work Authorization""]",[],"[""Line of Fire"", ""Energy Isolation"", ""Work Authorization""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[57],"[""LSR-CAND-000109"", ""LSR-CAND-000110"", ""LSR-CAND-000363"", ""LSR-CAND-000364""]",PRIMARY LIFE-SAVING RULE:  Energy isolation | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Line of fire | SECONARY LIFE-SAVING RULE:  Work authorization,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0067,GRP-Safety performa-P58,"DATE: 03 Sep 2025 FUNCTION: Construction CAUSE: Caught in, under or between (excl. dropped objects) ACTIVITY: Construction, commissioning, decommissioning Workers were unloading sandbags from the bucket of a wheel loader. While unloading the sandbags, a worker’s left foot was under the loader’s bucket. The bucket was inadvertently lowered, resulting in a crush injury to the worker (hereinafter referred to as the injured person or IP). WHAT WENT WRONG:","[""Work Authorization"", ""Line of Fire"", ""Safe Mechanical Lifting""]",[],"[""Line of Fire"", ""Safe Mechanical Lifting"", ""Work Authorization""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[58],"[""LSR-CAND-000112"", ""LSR-CAND-000113"", ""LSR-CAND-000365"", ""LSR-CAND-000366""]",PRIMARY LIFE-SAVING RULE:  Work authorization | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0068,GRP-Safety performa-P59,"DATE: 30 Apr 2025 FUNCTION: Construction CAUSE: Dropped objects ACTIVITY: Transport - Land On 30/04/2025, a High Potential (HIPO) occurred when a crane’s counterweight of 15 tonnes fell off the trailer due to failure in the securing belt. The trailer was moving from the laydown area to the well-pad. No personnel injuries WHAT WENT WRONG: • The trailer was hired from supplier/vendor for material transportation and driver was not aware of the road","[""Driving"", ""Line of Fire"", ""Energy Isolation""]",[],"[""Driving"", ""Line of Fire"", ""Energy Isolation""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[59],"[""LSR-CAND-000114"", ""LSR-CAND-000115"", ""LSR-CAND-000116"", ""LSR-CAND-000117"", ""LSR-CAND-000367"", ""LSR-CAND-000368""]",PRIMARY LIFE-SAVING RULE:  Driving | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Line of fire | SECONARY LIFE-SAVING RULE:  Energy isolation,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0069,GRP-Safety performa-P6,"DATE: 01 May 2025 FUNCTION: Drilling CAUSE: Struck by (not dropped object) ACTIVITY: Lifting, crane, rigging, deck operations At around 4am on 1st of May, the two men on the crane were assigned to a new location. The operation involved depositing the counterweights. Following a counter-order from the supervisor, they had to carry out a final lift before going on to the new location. The spider chains were replaced on the counterweights. As the chains are lifted, one of the hooks gets caught in the guide of the counterweight. When the chains come off, they have a spring","[""Line of Fire"", ""Safe Mechanical Lifting""]",[],"[""Line of Fire"", ""Safe Mechanical Lifting""]",MULTI,2,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[6],"[""LSR-CAND-000005"", ""LSR-CAND-000248"", ""LSR-CAND-000249""]",PRIMARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting | SECONARY LIFE-SAVING RULE:  Line of fire,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0071,GRP-Safety performa-P61,"• Conduct hazard identification and mitigation before entering the incident scene for data collection. • Discuss solutions with the blower manufacturer to prevent impeller rotation during installation and • Update the energy isolation program and training to include incident findings and emphasise “Lock, Block & Bleed.” • Communicate incident findings to all site personnel during Toolbox Talks. PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures DATE: 10 Feb 2024 FUNCTION: Construction","[""Driving"", ""Line of Fire"", ""Safe Mechanical Lifting""]",[],"[""Driving"", ""Line of Fire"", ""Safe Mechanical Lifting""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[61],"[""LSR-CAND-000120"", ""LSR-CAND-000371"", ""LSR-CAND-000372""]",PRIMARY LIFE-SAVING RULE:  Driving | PRIMARY LIFE-SAVING RULE:  Line of fire | SECONARY LIFE-SAVING RULE:  Safe mechanical lifting,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0073,GRP-Safety performa-P63,"PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate communication PROCESS (CONDITIONS): Organizational: Poor leadership/organizational culture PROCESS (CONDITIONS): Organizational: Failure to report/learn from events DATE: 12 May 2025 FUNCTION: Production CAUSE: Caught in, under or between (excl. dropped objects)","[""Line of Fire"", ""Safe Mechanical Lifting""]",[],"[""Line of Fire"", ""Safe Mechanical Lifting""]",MULTI,2,"[""Safety performance indicators \u2013 2025 data.pdf""]",[63],"[""LSR-CAND-000375"", ""LSR-CAND-000376""]",PRIMARY LIFE-SAVING RULE:  Line of fire | SECONARY LIFE-SAVING RULE:  Safe mechanical lifting,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0074,GRP-Safety performa-P64,"PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate communication DATE: 28 Oct 2025 FUNCTION: Production CAUSE: Falls from height ACTIVITY: Construction, commissioning, decommissioning Two project contractors were observed working outside the handrail on structural beams approximately 30 meters above sea level. They were without the required fall-prevention barriers or authorized permits. Both individuals","[""Line of Fire"", ""Working at Height""]",[],"[""Line of Fire"", ""Working at Height""]",MULTI,2,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[64],"[""LSR-CAND-000125"", ""LSR-CAND-000377"", ""LSR-CAND-000378""]",PRIMARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Working at height | SECONARY LIFE-SAVING RULE:  Line of fire,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0075,GRP-Safety performa-P65,"DATE: 13 Apr 2024 FUNCTION: Drilling CAUSE: Dropped objects ACTIVITY: Lifting, crane, rigging, deck operations Hybrid bridge plug dropped onto drill floor while lifting; during lifting operations, hybrid bridge plug was lifted horizontally from cantilever to the drill floor by port aft crane. Top Drive System (TDS) elevators were latched onto the top of hybrid bridge plug and lifted to vertical position in order to disconnect crane wire sling. As soon as hybrid bridge plug was close to vertical position, the running tool released causing the hybrid bridge plug to drop on the rig","[""Safe Mechanical Lifting"", ""Line of Fire"", ""Energy Isolation""]",[],"[""Line of Fire"", ""Energy Isolation"", ""Safe Mechanical Lifting""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[65],"[""LSR-CAND-000126"", ""LSR-CAND-000127"", ""LSR-CAND-000379"", ""LSR-CAND-000380""]",PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Energy isolation,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0077,GRP-Safety performa-P67,"DATE: 28 Feb 2025 FUNCTION: Production CAUSE: Exposure noise, chemical, biological, vibration, extreme temperature ACTIVITY: Transport - Land During a fluid-hauling task, water transfer to a tank truck was completed and the hose was disconnected. A valve was found not fully closed, and hot fluid sprayed during subsequent valve manipulation. The job was stopped, emergency medical response was initiated, and the well/site was shut down to support response and control the WHAT WENT WRONG:","[""Bypassing Safety Controls"", ""Line of Fire"", ""Energy Isolation""]",[],"[""Bypassing Safety Controls"", ""Line of Fire"", ""Energy Isolation""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[67],"[""LSR-CAND-000130"", ""LSR-CAND-000131"", ""LSR-CAND-000383"", ""LSR-CAND-000384""]",PRIMARY LIFE-SAVING RULE:  Bypassing safety controls | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Line of fire | SECONARY LIFE-SAVING RULE:  Energy isolation,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0079,GRP-Safety performa-P69,"DATE: 30 Jan 2024 FUNCTION: Construction CAUSE: Struck by (not dropped object) ACTIVITY: Transport – Water, incl. marine activity Dive support vessel contacted with non-commissioned platform: the saturation diving vessel was positioned 750 meters southeast of the affected platform, awaiting favourable weather conditions. The vessel's dynamic positioning (DP) system was engaged, with yaw under automatic control and surge and sway managed via joystick control. The senior dynamic positioning operator made a surge adjustment on the joystick to counteract the wind and sea forces","[""Bypassing Safety Controls"", ""Line of Fire"", ""Energy Isolation""]",[],"[""Bypassing Safety Controls"", ""Line of Fire"", ""Energy Isolation""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[69],"[""LSR-CAND-000133"", ""LSR-CAND-000134"", ""LSR-CAND-000389"", ""LSR-CAND-000390""]",PRIMARY LIFE-SAVING RULE:  Bypassing safety controls | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Energy isolation,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0080,GRP-Safety performa-P7,"DATE: 18 Aug 2025 FUNCTION: Drilling CAUSE: Struck by (not dropped object) ACTIVITY: Lifting, crane, rigging, deck operations On 18 August 2025, a team was installing a 6-inch pipe over a 35-metre section between two lines. This pipe was also to be used during WO operations. During the operation, the team separated a 6-inch pipe from a 2-inch pipe, both of which had previously been tied together with cords. During the lifting phase, the cords were gradually cut to separate the two pipes. When the third cord was cut, the tension accumulated in the 6-inch pipe, which was","[""Energy Isolation"", ""Line of Fire"", ""Work Authorization""]",[],"[""Line of Fire"", ""Energy Isolation"", ""Work Authorization""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[7],"[""LSR-CAND-000006"", ""LSR-CAND-000007"", ""LSR-CAND-000008"", ""LSR-CAND-000250"", ""LSR-CAND-000251""]",PRIMARY LIFE-SAVING RULE:  Energy isolation | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Line of fire | SECONARY LIFE-SAVING RULE:  Work authorization,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0081,GRP-Safety performa-P70,"NORTH AMERICA ONSHORE DATE: 16 Jun 2024 FUNCTION: Drilling CAUSE: Caught in, under or between (excl. dropped objects) ACTIVITY: Drilling, workover, well operations While laying out 114.3mm tubing, the injured person (IP) was assisting the floor hand with the tubing tongs and clamps. As the floor hand hoisted the tubing tongs to install them on the stump, the IP grabbed the handle of the open tong door latch to guide the tongs into place, but the tongs were not properly aligned with the stump. When","[""Line of Fire"", ""Bypassing Safety Controls"", ""Safe Mechanical Lifting"", ""Work Authorization"", ""Confined Space""]",[],"[""Bypassing Safety Controls"", ""Line of Fire"", ""Safe Mechanical Lifting"", ""Work Authorization"", ""Confined Space""]",MULTI,5,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[70],"[""LSR-CAND-000135"", ""LSR-CAND-000136"", ""LSR-CAND-000137"", ""LSR-CAND-000391"", ""LSR-CAND-000392"", ""LSR-CAND-000393"", ""LSR-CAND-000394""]",PRIMARY LIFE-SAVING RULE:  Line of fire | SECONARY LIFE-SAVING RULE:  Bypassing safety controls | PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Work authorization | SECONARY LIFE-SAVING RULE:  Confined space,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0083,GRP-Safety performa-P72,"DATE: 14 Mar 2024 FUNCTION: Drilling CAUSE: Caught in, under or between (excl. dropped objects) ACTIVITY: Lifting, crane, rigging, deck operations A forklift was tipped on its side after attempting to unload a high-pressure hose off the back of a frac pump. The forklift operator was lifting one end of the hose while the pump was pulled forward. The end of the hose that was laying on the back of the pump was caught on the hose rack and pulled the forklift with it. No injuries were reported. WHAT WENT WRONG:","[""Safe Mechanical Lifting"", ""Line of Fire"", ""Energy Isolation""]",[],"[""Line of Fire"", ""Energy Isolation"", ""Safe Mechanical Lifting""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[72],"[""LSR-CAND-000139"", ""LSR-CAND-000140"", ""LSR-CAND-000141"", ""LSR-CAND-000142"", ""LSR-CAND-000397"", ""LSR-CAND-000398""]",PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Energy isolation,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0085,GRP-Safety performa-P74,"DATE: 05 Apr 2024 FUNCTION: Drilling CAUSE: Dropped objects ACTIVITY: Lifting, crane, rigging, deck operations A wellhead spool and stinger was dropped from the top of the wellhead due to improper rigging. A two-leg chain listing sling that was missing the safety hook latches were used to lift. One of the hooks came loose as the crane lowered the stinger into position causing the stinger to fall to the ground. No injuries were reported. WHAT WENT WRONG:","[""Safe Mechanical Lifting"", ""Line of Fire"", ""Bypassing Safety Controls"", ""Energy Isolation""]",[],"[""Bypassing Safety Controls"", ""Line of Fire"", ""Energy Isolation"", ""Safe Mechanical Lifting""]",MULTI,4,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[74],"[""LSR-CAND-000147"", ""LSR-CAND-000148"", ""LSR-CAND-000149"", ""LSR-CAND-000150"", ""LSR-CAND-000401"", ""LSR-CAND-000402""]",PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Bypassing safety controls | SECONARY LIFE-SAVING RULE:  Safe mechanical lifting | PRIMARY LIFE-SAVING RULE:  Energy isolation,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0086,GRP-Safety performa-P75,"DATE: 21 Apr 2025 COUNTRY: Azerbaijan FUNCTION: Drilling CAUSE: Caught in, under or between (excl. dropped objects) ACTIVITY: Office, warehouse, accommodation, catering Following heavy rainfall, landslide occurred in the area behind the ten wagon-type cabins (accommodation, canteen, washing, changing, and rest facilities) located at the oil well site. A ground instability and multiple surface cracks were identified in the surrounding area.","[""Bypassing Safety Controls"", ""Line of Fire"", ""Energy Isolation""]",[],"[""Bypassing Safety Controls"", ""Line of Fire"", ""Energy Isolation""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[75],"[""LSR-CAND-000151"", ""LSR-CAND-000152"", ""LSR-CAND-000153"", ""LSR-CAND-000154"", ""LSR-CAND-000403"", ""LSR-CAND-000404""]",PRIMARY LIFE-SAVING RULE:  Bypassing safety controls | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Line of fire | SECONARY LIFE-SAVING RULE:  Energy isolation | SECONARY LIFE-SAVING RULE:  Bypassing safety controls,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0088,GRP-Safety performa-P77,"CORRECTIVE ACTIONS AND RECOMMENDATIONS: • Retro fit all rigs with upgraded pin design/concept that makes inspections easier to get right, and harder to miss. Also cut windows/doors where able, to make hard to inspect items easier to see. • Implement an inspection checklist that is performed by rig leadership after any work is performed on the • Contractors daily startup inspection will be updated to identify “must observes” specific to the drum brake inspection. • Required to tie in the COFO to disc assist (if present) in addition to the main brake as a best practice. PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Use of Protective Methods: Disabled or removed guards, warning systems or safety devices","[""Line of Fire"", ""Safe Mechanical Lifting""]",[],"[""Line of Fire"", ""Safe Mechanical Lifting""]",MULTI,2,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[77],"[""LSR-CAND-000159"", ""LSR-CAND-000407"", ""LSR-CAND-000408""]",PRIMARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting | SECONARY LIFE-SAVING RULE:  Line of fire,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0089,GRP-Safety performa-P78,"DATE: 31 Jan 2025 COUNTRY: Azerbaijan FUNCTION: Production CAUSE: Water related, drowning ACTIVITY: Diving (incl. decompression), subsea, ROV During the installation of a subsea telescopic clamp on the well shaft beneath the offshore platform, the Diving Service team encountered a safety-critical situation when a support vessel unexpectedly approached the platform, despite all established safety measures being in place. The vessel’s captain was promptly contacted and informed","[""Energy Isolation"", ""Line of Fire"", ""Bypassing Safety Controls"", ""Work Authorization""]",[],"[""Bypassing Safety Controls"", ""Line of Fire"", ""Energy Isolation"", ""Work Authorization""]",MULTI,4,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[78],"[""LSR-CAND-000160"", ""LSR-CAND-000161"", ""LSR-CAND-000162"", ""LSR-CAND-000163"", ""LSR-CAND-000409"", ""LSR-CAND-000410""]",PRIMARY LIFE-SAVING RULE:  Energy isolation | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Bypassing safety controls | SECONARY LIFE-SAVING RULE:  Work authorization,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0090,GRP-Safety performa-P79,"that they were getting gas in the combustor and seeing a flame. After burning for approximately 1-2 minutes the flowback tank to flash back and ruptured causing damage to the tank. No LOC reported. No injury reported. Stop work was initiated and operations was halted. No other damage reported. WHAT WENT WRONG: CORRECTIVE ACTIONS AND RECOMMENDATIONS: PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment","[""Work Authorization"", ""Line of Fire"", ""Bypassing Safety Controls""]",[],"[""Bypassing Safety Controls"", ""Line of Fire"", ""Work Authorization""]",MULTI,3,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[79],"[""LSR-CAND-000164"", ""LSR-CAND-000165"", ""LSR-CAND-000411"", ""LSR-CAND-000412""]",PRIMARY LIFE-SAVING RULE:  Work authorization | SECONARY LIFE-SAVING RULE:  Line of fire | SECONARY LIFE-SAVING RULE:  Bypassing safety controls,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0091,GRP-Safety performa-P8,"DATE: 19 Jan 2025 FUNCTION: Construction CAUSE: Explosion, fire or burns ACTIVITY: Maintenance, inspection, testing On January 19, 2025, during restart attempts of the HP-A Gas Compressor following corrective maintenance, an unusually loud noise was heard from the exhaust. Seconds later, the fire alarm was triggered, and it was observed that the exhaust structure had fallen off. Technicians in the vicinity immediately pressed the compressor’s emergency stop button and evacuated the facility. Simultaneously, the emergency response team was activated, and","[""Work Authorization"", ""Bypassing Safety Controls""]",[],"[""Bypassing Safety Controls"", ""Work Authorization""]",MULTI,2,"[""Safety performance indicators \u2013 2025 data.pdf""]",[8],"[""LSR-CAND-000252"", ""LSR-CAND-000253""]",PRIMARY LIFE-SAVING RULE:  Work authorization | SECONARY LIFE-SAVING RULE:  Bypassing safety controls,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0092,GRP-Safety performa-P80,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate/defective tools/equipment/ materials/products PROCESS (CONDITIONS): Organizational: Inadequate training/competence PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment DATE: 02 Jul 2024 FUNCTION: Production CAUSE: Exposure electrical ACTIVITY: Maintenance, inspection, testing","[""Energy Isolation"", ""Line of Fire""]",[],"[""Line of Fire"", ""Energy Isolation""]",MULTI,2,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[80],"[""LSR-CAND-000166"", ""LSR-CAND-000167"", ""LSR-CAND-000168"", ""LSR-CAND-000413"", ""LSR-CAND-000414""]",PRIMARY LIFE-SAVING RULE:  Energy isolation | SECONARY LIFE-SAVING RULE:  Line of fire | PRIMARY LIFE-SAVING RULE:  Line of fire,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
INCIDENT-GOLD-0093,GRP-Safety performa-P81,"DATE: 27 Apr 2025 COUNTRY: Argentina FUNCTION: Construction CAUSE: Dropped objects ACTIVITY: Lifting, crane, rigging, deck operations Contractor personnel were working on the installation of a 12-inch spool at ground level, while it was being held in a lifting operation. For causes yet to be determined, an actuated valve (SDV) located near the installation area - resting vertically on the ground and not involved in the lifting operation - lost its vertical stability and fell, resulting","[""Safe Mechanical Lifting"", ""Line of Fire""]",[],"[""Line of Fire"", ""Safe Mechanical Lifting""]",MULTI,2,"[""Safety performance indicators \u2013 2024 data.pdf"", ""Safety performance indicators \u2013 2025 data.pdf""]",[81],"[""LSR-CAND-000169"", ""LSR-CAND-000170"", ""LSR-CAND-000415"", ""LSR-CAND-000416""]",PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting | SECONARY LIFE-SAVING RULE:  Line of fire,IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,REVIEW_REQUIRED,2026-09-03T06:19:44Z,False,,,,,,
