record_id,incident_group_id,incident_text,source_evidence_text,source_document,source_page,source_record_id,lsr_primary,lsr_secondary,lsr_labels,dataset_origin,lsr_label_provenance,reconstruction_method,reconstruction_status,created_at
RECON-LSR-0189,GRP-Safety performa-P96,"DATE: 23 Dec 2024 COUNTRY: Azerbaijan FUNCTION: Production CAUSE: Struck by (not dropped object) ACTIVITY: Production operations Third party vehicle lost control, broke a section of the side of a concrete barrier placed on the side of the public road, and came to rest on a reserve oil line. The oil pipeline was not damaged as a result of the incident. WHAT WENT WRONG:",PRIMARY LIFE-SAVING RULE:  Hot work,Safety performance indicators – 2024 data.pdf,96,LSR-CAND-000199,Hot Work,UNKNOWN,"[""Hot Work""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:10:59Z
RECON-LSR-0190,GRP-Safety performa-P97,"PROCESS (CONDITIONS): Organizational: Inadequate supervision PROCESS (CONDITIONS): Organizational: Poor leadership/organizational culture DATE: 18 Nov 2024 COUNTRY: Azerbaijan FUNCTION: Construction CAUSE: Explosion, fire or burns ACTIVITY: Construction, commissioning, decommissioning The workers of the contractor company, who were carrying out the work of dismantling the valves in the",PRIMARY LIFE-SAVING RULE:  Hot work,Safety performance indicators – 2024 data.pdf,97,LSR-CAND-000200,Hot Work,UNKNOWN,"[""Hot Work""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:00Z
RECON-LSR-0191,GRP-Safety performa-P97,"PROCESS (CONDITIONS): Organizational: Inadequate supervision PROCESS (CONDITIONS): Organizational: Poor leadership/organizational culture DATE: 18 Nov 2024 COUNTRY: Azerbaijan FUNCTION: Construction CAUSE: Explosion, fire or burns ACTIVITY: Construction, commissioning, decommissioning The workers of the contractor company, who were carrying out the work of dismantling the valves in the",SECONARY LIFE-SAVING RULE:  Work authorization,Safety performance indicators – 2024 data.pdf,97,LSR-CAND-000201,Work Authorization,UNKNOWN,"[""Work Authorization""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:00Z
RECON-LSR-0192,GRP-Safety performa-P97,"PROCESS (CONDITIONS): Organizational: Inadequate supervision PROCESS (CONDITIONS): Organizational: Poor leadership/organizational culture DATE: 18 Nov 2024 COUNTRY: Azerbaijan FUNCTION: Construction CAUSE: Explosion, fire or burns ACTIVITY: Construction, commissioning, decommissioning The workers of the contractor company, who were carrying out the work of dismantling the valves in the",PRIMARY LIFE-SAVING RULE:  Working at height,Safety performance indicators – 2024 data.pdf,97,LSR-CAND-000202,Working at Height,UNKNOWN,"[""Working at Height""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:00Z
RECON-LSR-0193,GRP-Safety performa-P98,WHAT WENT WRONG: • Inadequate contractor management procedure. • Inadequate work planning. • Inadequate scaffold inspection methods. CORRECTIVE ACTIONS AND RECOMMENDATIONS: • Contractor management procedure to be enforced. •  All scaffolds erected must be inspected periodically by competent persons. PEOPLE (ACTS): Use of Protective Methods: Failure to warn of hazard,PRIMARY LIFE-SAVING RULE:  Working at height,Safety performance indicators – 2024 data.pdf,98,LSR-CAND-000203,Working at Height,UNKNOWN,"[""Working at Height""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:01Z
RECON-LSR-0194,GRP-Safety performa-P98,WHAT WENT WRONG: • Inadequate contractor management procedure. • Inadequate work planning. • Inadequate scaffold inspection methods. CORRECTIVE ACTIONS AND RECOMMENDATIONS: • Contractor management procedure to be enforced. •  All scaffolds erected must be inspected periodically by competent persons. PEOPLE (ACTS): Use of Protective Methods: Failure to warn of hazard,SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,98,LSR-CAND-000204,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:01Z
RECON-LSR-0195,GRP-Safety performa-P99,"PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group) PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Following Procedures: Improper lifting or loading PEOPLE (ACTS): Use of Protective Methods: Personal Protective Equipment not used or used improperly PROCESS (CONDITIONS): Protective Systems: Inadequate/defective guards or protective barriers PROCESS (CONDITIONS): Work Place Hazards: Inadequate surfaces, floors, walkways or roads PROCESS (CONDITIONS): Organizational: Inadequate training/competence PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures",PRIMARY LIFE-SAVING RULE:  Working at height,Safety performance indicators – 2024 data.pdf,99,LSR-CAND-000205,Working at Height,UNKNOWN,"[""Working at Height""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:01Z
RECON-LSR-0196,GRP-Safety performa-P99,"PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group) PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Following Procedures: Improper lifting or loading PEOPLE (ACTS): Use of Protective Methods: Personal Protective Equipment not used or used improperly PROCESS (CONDITIONS): Protective Systems: Inadequate/defective guards or protective barriers PROCESS (CONDITIONS): Work Place Hazards: Inadequate surfaces, floors, walkways or roads PROCESS (CONDITIONS): Organizational: Inadequate training/competence PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures",SECONARY LIFE-SAVING RULE:  Work authorization,Safety performance indicators – 2024 data.pdf,99,LSR-CAND-000206,Work Authorization,UNKNOWN,"[""Work Authorization""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:02Z
RECON-LSR-0197,GRP-Safety performa-P100,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management PROCESS (CONDITIONS): Organizational: Inadequate training/competence PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate communication PROCESS (CONDITIONS): Organizational: Inadequate supervision DATE: 14 May 2024 COUNTRY: Azerbaijan",PRIMARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,100,LSR-CAND-000207,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:02Z
RECON-LSR-0198,GRP-Safety performa-P100,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management PROCESS (CONDITIONS): Organizational: Inadequate training/competence PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate communication PROCESS (CONDITIONS): Organizational: Inadequate supervision DATE: 14 May 2024 COUNTRY: Azerbaijan",SECONARY LIFE-SAVING RULE:  Bypassing safety controls,Safety performance indicators – 2024 data.pdf,100,LSR-CAND-000208,Bypassing Safety Controls,UNKNOWN,"[""Bypassing Safety Controls""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:02Z
RECON-LSR-0199,GRP-Safety performa-P101,"DATE: 18 May 2024 COUNTRY: Azerbaijan FUNCTION: Unspecified CAUSE: Dropped objects ACTIVITY: Maintenance, inspection, testing Mechanic used a hydraulic jack to support the vehicle and tried to start repair work beneath the car. Jack failed and mechanic just managed to get aside. WHAT WENT WRONG:",PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting,Safety performance indicators – 2024 data.pdf,101,LSR-CAND-000209,Safe Mechanical Lifting,UNKNOWN,"[""Safe Mechanical Lifting""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:02Z
RECON-LSR-0200,GRP-Safety performa-P101,"DATE: 18 May 2024 COUNTRY: Azerbaijan FUNCTION: Unspecified CAUSE: Dropped objects ACTIVITY: Maintenance, inspection, testing Mechanic used a hydraulic jack to support the vehicle and tried to start repair work beneath the car. Jack failed and mechanic just managed to get aside. WHAT WENT WRONG:",SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,101,LSR-CAND-000210,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:03Z
RECON-LSR-0201,GRP-Safety performa-P101,"DATE: 18 May 2024 COUNTRY: Azerbaijan FUNCTION: Unspecified CAUSE: Dropped objects ACTIVITY: Maintenance, inspection, testing Mechanic used a hydraulic jack to support the vehicle and tried to start repair work beneath the car. Jack failed and mechanic just managed to get aside. WHAT WENT WRONG:",PRIMARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,101,LSR-CAND-000211,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:03Z
RECON-LSR-0202,GRP-Safety performa-P102,"WHAT WENT WRONG: • Inadequate maintenance practices. • Lack of supervision. • Inadequate vendor control procedure. CORRECTIVE ACTIONS AND RECOMMENDATIONS: • All spare parts should be provided by vendors that are screened and monitored by the company. • All maintenance works must be authorized by competent persons and approved spare parts must be used only. PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Improper use/position of tools/equipment/",PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting,Safety performance indicators – 2024 data.pdf,102,LSR-CAND-000212,Safe Mechanical Lifting,UNKNOWN,"[""Safe Mechanical Lifting""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:03Z
RECON-LSR-0203,GRP-Safety performa-P102,"WHAT WENT WRONG: • Inadequate maintenance practices. • Lack of supervision. • Inadequate vendor control procedure. CORRECTIVE ACTIONS AND RECOMMENDATIONS: • All spare parts should be provided by vendors that are screened and monitored by the company. • All maintenance works must be authorized by competent persons and approved spare parts must be used only. PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Improper use/position of tools/equipment/",SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,102,LSR-CAND-000213,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:03Z
RECON-LSR-0204,GRP-Safety performa-P103,"RUSSIA & CENTRAL ASIA  OFFSHORE DATE: 08 Oct 2024 COUNTRY: Azerbaijan FUNCTION: Drilling CAUSE: Dropped objects ACTIVITY: Drilling, workover, well operations While the drilling tower was being pushed 3 metres from north to south by a 1.25 metre long hydraulic jack to a specified point, 1 and 1.5 metre conductors were placed between the jack and the drilling tower. During the",PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting,Safety performance indicators – 2024 data.pdf,103,LSR-CAND-000214,Safe Mechanical Lifting,UNKNOWN,"[""Safe Mechanical Lifting""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:03Z
RECON-LSR-0205,GRP-Safety performa-P103,"RUSSIA & CENTRAL ASIA  OFFSHORE DATE: 08 Oct 2024 COUNTRY: Azerbaijan FUNCTION: Drilling CAUSE: Dropped objects ACTIVITY: Drilling, workover, well operations While the drilling tower was being pushed 3 metres from north to south by a 1.25 metre long hydraulic jack to a specified point, 1 and 1.5 metre conductors were placed between the jack and the drilling tower. During the",SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,103,LSR-CAND-000215,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:04Z
RECON-LSR-0206,GRP-Safety performa-P103,"RUSSIA & CENTRAL ASIA  OFFSHORE DATE: 08 Oct 2024 COUNTRY: Azerbaijan FUNCTION: Drilling CAUSE: Dropped objects ACTIVITY: Drilling, workover, well operations While the drilling tower was being pushed 3 metres from north to south by a 1.25 metre long hydraulic jack to a specified point, 1 and 1.5 metre conductors were placed between the jack and the drilling tower. During the",PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting,Safety performance indicators – 2024 data.pdf,103,LSR-CAND-000216,Safe Mechanical Lifting,UNKNOWN,"[""Safe Mechanical Lifting""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:04Z
RECON-LSR-0207,GRP-Safety performa-P103,"RUSSIA & CENTRAL ASIA  OFFSHORE DATE: 08 Oct 2024 COUNTRY: Azerbaijan FUNCTION: Drilling CAUSE: Dropped objects ACTIVITY: Drilling, workover, well operations While the drilling tower was being pushed 3 metres from north to south by a 1.25 metre long hydraulic jack to a specified point, 1 and 1.5 metre conductors were placed between the jack and the drilling tower. During the",SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,103,LSR-CAND-000217,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:04Z
RECON-LSR-0208,GRP-Safety performa-P105,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate supervision DATE: 21 Dec 2024 COUNTRY: Azerbaijan FUNCTION: Production",PRIMARY LIFE-SAVING RULE:  Hot work,Safety performance indicators – 2024 data.pdf,105,LSR-CAND-000219,Hot Work,UNKNOWN,"[""Hot Work""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:04Z
RECON-LSR-0209,GRP-Safety performa-P105,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate supervision DATE: 21 Dec 2024 COUNTRY: Azerbaijan FUNCTION: Production",SECONARY LIFE-SAVING RULE:  Bypassing safety controls,Safety performance indicators – 2024 data.pdf,105,LSR-CAND-000220,Bypassing Safety Controls,UNKNOWN,"[""Bypassing Safety Controls""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:04Z
RECON-LSR-0210,GRP-Safety performa-P106,"DATE: 20 Sep 2024 COUNTRY: Azerbaijan FUNCTION: Production CAUSE: Falls from height ACTIVITY: Transport – Water, incl. marine activity While the worker was getting off the support vessel onto the boarding platform of the offshore platform, he tripped and fell towards the sea. At the last moment, a rescue sailor on the boarding platform grabbed the worker's clothes and pulled him onto the platform.",PRIMARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,106,LSR-CAND-000221,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:05Z
RECON-LSR-0211,GRP-Safety performa-P108,"DATE: 16 May 2024 COUNTRY: Azerbaijan FUNCTION: Production CAUSE: Water related, drowning ACTIVITY: Transport – Water, incl. marine activity Contractor ship with company passengers on the deck ran aground 8.3 km from the coast. Support ships were immediately deployed to the area and the passengers were evacuated ashore. WHAT WENT WRONG:",PRIMARY LIFE-SAVING RULE:  Work authorization,Safety performance indicators – 2024 data.pdf,108,LSR-CAND-000224,Work Authorization,UNKNOWN,"[""Work Authorization""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:05Z
RECON-LSR-0212,GRP-Safety performa-P108,"DATE: 16 May 2024 COUNTRY: Azerbaijan FUNCTION: Production CAUSE: Water related, drowning ACTIVITY: Transport – Water, incl. marine activity Contractor ship with company passengers on the deck ran aground 8.3 km from the coast. Support ships were immediately deployed to the area and the passengers were evacuated ashore. WHAT WENT WRONG:",SECONARY LIFE-SAVING RULE:  Bypassing safety controls,Safety performance indicators – 2024 data.pdf,108,LSR-CAND-000225,Bypassing Safety Controls,UNKNOWN,"[""Bypassing Safety Controls""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:05Z
RECON-LSR-0213,GRP-Safety performa-P108,"DATE: 16 May 2024 COUNTRY: Azerbaijan FUNCTION: Production CAUSE: Water related, drowning ACTIVITY: Transport – Water, incl. marine activity Contractor ship with company passengers on the deck ran aground 8.3 km from the coast. Support ships were immediately deployed to the area and the passengers were evacuated ashore. WHAT WENT WRONG:",PRIMARY LIFE-SAVING RULE:  Work authorization,Safety performance indicators – 2024 data.pdf,108,LSR-CAND-000226,Work Authorization,UNKNOWN,"[""Work Authorization""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:05Z
RECON-LSR-0214,GRP-Safety performa-P109,"PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group) PEOPLE (ACTS): Use of Protective Methods: Failure to warn of hazard PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate communication DATE: 09 Oct 2024 COUNTRY: Azerbaijan",PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting,Safety performance indicators – 2024 data.pdf,109,LSR-CAND-000227,Safe Mechanical Lifting,UNKNOWN,"[""Safe Mechanical Lifting""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:05Z
RECON-LSR-0215,GRP-Safety performa-P109,"PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group) PEOPLE (ACTS): Use of Protective Methods: Failure to warn of hazard PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate communication DATE: 09 Oct 2024 COUNTRY: Azerbaijan",SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,109,LSR-CAND-000228,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:06Z
RECON-LSR-0216,GRP-Safety performa-P110,"SOUTH & CENTRAL AMERICA ONSHORE DATE: 07 Dec 2024 COUNTRY: Argentina FUNCTION: Drilling CAUSE: Dropped objects ACTIVITY: Lifting, crane, rigging, deck operations During the final stage of connecting the tubing hanger to the well head, a 3 ton object fell due to the failure of the WHAT WENT WRONG:",PRIMARY LIFE-SAVING RULE:  Safe mechanical lifting,Safety performance indicators – 2024 data.pdf,110,LSR-CAND-000229,Safe Mechanical Lifting,UNKNOWN,"[""Safe Mechanical Lifting""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:06Z
RECON-LSR-0217,GRP-Safety performa-P110,"SOUTH & CENTRAL AMERICA ONSHORE DATE: 07 Dec 2024 COUNTRY: Argentina FUNCTION: Drilling CAUSE: Dropped objects ACTIVITY: Lifting, crane, rigging, deck operations During the final stage of connecting the tubing hanger to the well head, a 3 ton object fell due to the failure of the WHAT WENT WRONG:",SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,110,LSR-CAND-000230,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:06Z
RECON-LSR-0218,GRP-Safety performa-P110,"SOUTH & CENTRAL AMERICA ONSHORE DATE: 07 Dec 2024 COUNTRY: Argentina FUNCTION: Drilling CAUSE: Dropped objects ACTIVITY: Lifting, crane, rigging, deck operations During the final stage of connecting the tubing hanger to the well head, a 3 ton object fell due to the failure of the WHAT WENT WRONG:",PRIMARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,110,LSR-CAND-000231,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:06Z
RECON-LSR-0219,GRP-Safety performa-P111,"• The pumping operation began without opening the frac stack valve. Failed Defences: • Communication and coordination between the manoeuvres and contractors was not considered in any risk CORRECTIVE ACTIONS AND RECOMMENDATIONS: • Incorporate into operating procedures and risk analysis interaction with third parties and companies. • Develop a procedure for setting and testing shut down switches and relief valves. PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate/defective tools/equipment/",PRIMARY LIFE-SAVING RULE:  Work authorization,Safety performance indicators – 2024 data.pdf,111,LSR-CAND-000232,Work Authorization,UNKNOWN,"[""Work Authorization""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:06Z
RECON-LSR-0220,GRP-Safety performa-P111,"• The pumping operation began without opening the frac stack valve. Failed Defences: • Communication and coordination between the manoeuvres and contractors was not considered in any risk CORRECTIVE ACTIONS AND RECOMMENDATIONS: • Incorporate into operating procedures and risk analysis interaction with third parties and companies. • Develop a procedure for setting and testing shut down switches and relief valves. PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate/defective tools/equipment/",SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,111,LSR-CAND-000233,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:07Z
RECON-LSR-0221,GRP-Safety performa-P112,"• Contractor worked under a generic permit to work (PTW), not addressing excavations. • Contractor did not have an excavation procedure. • Company required simultaneous operations (SIMOPS) controls not implemented. • No access control at the well pad (no lock and/or authorization). CORRECTIVE ACTIONS AND RECOMMENDATIONS: There were gaps in procedures (PTW/SIMOP) not captured previously by assurance system. A similar incident occurred in the past and no corrective actions were taken. Learning from incidents and assurance effectiveness is critical for reducing incident probability.",PRIMARY LIFE-SAVING RULE:  Hot work,Safety performance indicators – 2024 data.pdf,112,LSR-CAND-000234,Hot Work,UNKNOWN,"[""Hot Work""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:07Z
RECON-LSR-0222,GRP-Safety performa-P113,"SOUTH & CENTRAL AMERICA OFFSHORE DATE: 02 Apr 2024 FUNCTION: Drilling CAUSE: Dropped objects ACTIVITY: Transport – Water, incl. marine activity During the weekly preventive maintenance of the alternative lifeboat #4 on the port side, the aft ring broke, leaving the ring open for a few minutes. Shortly after, there was a complete opening of the ring, causing the aft part of the lifeboat to detach, and the forward ring could not withstand the load and broke, leading to the lifeboat falling into",PRIMARY LIFE-SAVING RULE:  Bypassing safety controls,Safety performance indicators – 2024 data.pdf,113,LSR-CAND-000235,Bypassing Safety Controls,UNKNOWN,"[""Bypassing Safety Controls""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:07Z
RECON-LSR-0223,GRP-Safety performa-P113,"SOUTH & CENTRAL AMERICA OFFSHORE DATE: 02 Apr 2024 FUNCTION: Drilling CAUSE: Dropped objects ACTIVITY: Transport – Water, incl. marine activity During the weekly preventive maintenance of the alternative lifeboat #4 on the port side, the aft ring broke, leaving the ring open for a few minutes. Shortly after, there was a complete opening of the ring, causing the aft part of the lifeboat to detach, and the forward ring could not withstand the load and broke, leading to the lifeboat falling into",SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,113,LSR-CAND-000236,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:07Z
RECON-LSR-0224,GRP-Safety performa-P114,"DATE: 08 Jan 2024 FUNCTION: Drilling CAUSE: Explosion, fire or burns ACTIVITY: Drilling, workover, well operations During the well damping operation by bullheading, the pumping pressure reached the configured limit of the relief valve (hydraulic pop-off) of the mud pump, causing its activation and consequently the failure of the primary well barrier envelope. The opening of this valve was not noticed by the team on board and resulted in the loss of hydraulic pressure on the formation. Furthermore, as monitoring parameters were not fully established, as well as",PRIMARY LIFE-SAVING RULE:  Hot work,Safety performance indicators – 2024 data.pdf,114,LSR-CAND-000237,Hot Work,UNKNOWN,"[""Hot Work""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:07Z
RECON-LSR-0225,GRP-Safety performa-P114,"DATE: 08 Jan 2024 FUNCTION: Drilling CAUSE: Explosion, fire or burns ACTIVITY: Drilling, workover, well operations During the well damping operation by bullheading, the pumping pressure reached the configured limit of the relief valve (hydraulic pop-off) of the mud pump, causing its activation and consequently the failure of the primary well barrier envelope. The opening of this valve was not noticed by the team on board and resulted in the loss of hydraulic pressure on the formation. Furthermore, as monitoring parameters were not fully established, as well as",SECONARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,114,LSR-CAND-000238,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:07Z
RECON-LSR-0226,GRP-Safety performa-P115,"PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment DATE: 02 Feb 2024 FUNCTION: Production CAUSE: Caught in, under or between (excl. dropped objects) ACTIVITY: Maintenance, inspection, testing The employee reported to the infirmary along with his supervisor, informing that during the maintenance of the starting air compressor, he suffered an impact from the engine's propeller on the fourth digit of his left hand,",PRIMARY LIFE-SAVING RULE:  Line of fire,Safety performance indicators – 2024 data.pdf,115,LSR-CAND-000239,Line of Fire,UNKNOWN,"[""Line of Fire""]",IOGP_STAGE37A1,SOURCE_GROUNDED,SOURCE_EXTRACTED,RECONSTRUCTED,2026-09-03T06:11:08Z
